word1,word2,word3,word4,category,difficulty,General Category,game_id
gamble,noble,young,johnson,second names in companies with ampersands,very_hard,Members of a Set/Entities,427
camel,duffle,trench,pea,kinds of coats,medium,Members of a Set/Entities,427
current,happening,fresh,chic,in fashion,easy,Noun/Concept Synonyms,428
bar,physical,final,oral,kinds of exams,medium,Members of a Set/Entities,428
ding,scratch,chip,nick,mar,hard,Noun/Concept Synonyms,428
dogs,fiction,unchained,brown,second words in tarantino movies,very_hard,Trivia/Pop Culture,428
original,unused,mint,new,in pristine condition,easy,Noun/Concept Synonyms,429
gull,puffin,pelican,booby,marine birds,hard,Noun/Concept Synonyms,429
iron,wood,driver,wedge,kinds of golf clubs,medium,Members of a Set/Entities,429
mia,gimme,queen,trouper,second words in titles of abba hits,very_hard,Idioms & Slang,429
russian,mule,mary,breeze,second words of vodka cocktails,very_hard,Idioms & Slang,430
thank you,congratulations,get well,birthday,kinds of greeting cards,medium,Members of a Set/Entities,430
star,coral,jelly,sponge,"marine invertebrates, familiarly",hard,Descriptor/Adjective Synonyms,430
mount,swell,grow,build,increase,easy,Noun/Concept Synonyms,430
cross,check,tick,strike,mark as completed,hard,Noun/Concept Synonyms,431
nod,prompt,signal,cue,indication,easy,Noun/Concept Synonyms,431
bell,darling,hook,pan,second words of “peter pan” characters,very_hard,Trivia/Pop Culture,431
snapback,pillbox,beret,derby,kinds of hats,medium,Members of a Set/Entities,431
twist,gin,dry,dry,martini specifications,hard,Noun/Concept Synonyms,432
practical,dad,inside,knock-knock,kinds of jokes,medium,Members of a Set/Entities,432
fiddle,guess,nature,wind,second ___,very_hard,Fill-in-the-Blank,432
warning,sign,message,omen,indication of things to come,easy,Members of a Set/Entities,432
juice,pull,sway,weight,influence,easy,Noun/Concept Synonyms,433
perfect,dirty,shaken,wet,martini specifications,hard,Noun/Concept Synonyms,433
leaf,butter,iceberg,romaine,kinds of lettuce,medium,Members of a Set/Entities,433
code,sauce,agent,santa,secret ___,very_hard,Fill-in-the-Blank,433
photo,visa,name,stamp,seen in a passport,very_hard,Noun/Concept Synonyms,434
player,bio,stat,team,info on a baseball card,easy,Idioms & Slang,434
good shepherd,rainmaker,martian,departed,"matt damon movies, with ""the""",hard,Trivia/Pop Culture,434
liner,balm,gloss,stain,kinds of lip makeup,medium,Members of a Set/Entities,434
spray,tablet,capsule,syrup,medicine formats,hard,Noun/Concept Synonyms,435
iron,protein,sodium,fat,info on a nutrition label,easy,Idioms & Slang,435
mushroom,puddle,earthworm,mud,seen in the aftermath of a rainstorm,very_hard,Idioms & Slang,435
sewing,enigma,vending,pinball,kinds of machines,medium,Members of a Set/Entities,435
whole,perfect,odd,prime,kinds of numbers,medium,Members of a Set/Entities,436
cream,patch,tablet,cream,medicine formats,hard,Noun/Concept Synonyms,436
leak,rat,canary,source,informant,easy,Noun/Concept Synonyms,436
ladder,barrel,hammer,gorilla,seen in “donkey kong”,very_hard,Noun/Concept Synonyms,436
rubble,bone,dinosaur,club,seen in “the flintstones”,very_hard,Noun/Concept Synonyms,437
capri,jogger,jean,slack,"kinds of pants minus ""s""",medium,Members of a Set/Entities,437
stitch,rocky,scratchy,chip,member of a cartoon duo,hard,Idioms & Slang,437
diagram,map,graph,chart,information displays,easy,Noun/Concept Synonyms,437
dinner,cocktail,surprise,birthday,kinds of parties,medium,Members of a Set/Entities,438
twins,hedge maze,typewriter,axe,seen in “the shining”,very_hard,Noun/Concept Synonyms,438
eggs,flour,butter,sugar,ingredients in classic pound cake,easy,Idioms & Slang,438
wing,maverick,cowboy,star,member of a dallas pro sports team,hard,Members of a Set/Entities,438
bangle,go-go,supreme,chick,member of a girl group,hard,Idioms & Slang,439
dill,kosher,sweet,sour,kinds of pickles,medium,Members of a Set/Entities,439
torch,shield,eagle,monticello,seen on backs of u.s. coins,very_hard,Idioms & Slang,439
soul,heart,essence,spirit,inherent nature,easy,Noun/Concept Synonyms,439
veggie,plain,hawaiian,supreme,kinds of pizza,medium,Members of a Set/Entities,440
monster,minion,car,incredible,member of a titular group in an animation franchise,hard,Idioms & Slang,440
original,fresh,novel,creative,inspired,easy,Noun/Concept Synonyms,440
med,off,lo,hi,settings on an appliance knob,very_hard,Idioms & Slang,440
snowball,water balloon,pillow,food,kinds of play fights,medium,Members of a Set/Entities,441
sleep,grump,dope,do,seven dwarfs minus last letter,very_hard,Word Structure/Play,441
picnic,breeze,pie,abc,metaphors for easy things,hard,Members of a Set/Entities,441
coach,guide,train,direct,instruct,easy,Noun/Concept Synonyms,441
slate,limestone,marble,flint,kinds of rocks,medium,Members of a Set/Entities,442
zing,knock,slight,burn,insult,easy,Noun/Concept Synonyms,442
wilt,art,anon,thou,shakespearean words,very_hard,Noun/Concept Synonyms,442
teams,edge,office,windows,microsoft products,hard,Noun/Concept Synonyms,442
air,vibe,halo,aura,intangible quality,easy,Descriptor/Adjective Synonyms,443
ray,royal,met,angel,mlb player,hard,Noun/Concept Synonyms,443
green,wedge,greek,caesar,kinds of salads,medium,Members of a Set/Entities,443
circle,horseshoe,triangle,pitchfork,shapes of capital greek letters,very_hard,Word Structure/Play,443
pump,slide,mule,flat,kinds of shoes,medium,Members of a Set/Entities,444
sleeper,asset,mole,agent,intelligence operative,easy,Descriptor/Adjective Synonyms,444
wave,value,jock,horror,shock ___,very_hard,Fill-in-the-Blank,444
can,will,must,might,modal verbs,hard,Noun/Concept Synonyms,444
bright,quick,sharp,clever,intelligent,easy,Noun/Concept Synonyms,445
boxer,bike,cargo,bermuda,kinds of shorts,medium,Members of a Set/Entities,445
baby,toy,mini,pocket,modifiers meaning “small”,hard,Noun/Concept Synonyms,445
salmon,colonel,walk,yolk,silent “l”,very_hard,Noun/Concept Synonyms,445
adder,moccasin,boa,mamba,kinds of snakes,medium,Members of a Set/Entities,446
witch,castle,listen,hustle,silent “t”,very_hard,Noun/Concept Synonyms,446
wow,man,boy,goodness,interjections,easy,Noun/Concept Synonyms,446
rum,lime,soda,mint,mojito ingredients,hard,Noun/Concept Synonyms,446
wrist,two,wrong,answer,silent “w”,very_hard,Noun/Concept Synonyms,447
glide,sail,coast,breeze,move in an effortless way,hard,Idioms & Slang,447
dress,crew,compression,ankle,kinds of socks,medium,Members of a Set/Entities,447
willing,game,eager,down,into it,easy,Noun/Concept Synonyms,447
tilt,zoom,pan,dolly,movie camera verbs,hard,Noun/Concept Synonyms,448
pluck,pluck,nerve,grit,intrepidity,easy,Descriptor/Adjective Synonyms,448
screen,fox,spoon,lining,silver ___,very_hard,Fill-in-the-Blank,448
chateaubriand,porterhouse,flatiron,tomahawk,kinds of steaks,medium,Members of a Set/Entities,448
baggie,barge,pisa,comer,simpson family members with first letter changed,very_hard,Word Structure/Play,449
alien,wicked,gladiator,venom,movie series with 2024 releases,hard,Trivia/Pop Culture,449
grit,resolve,heart,fortitude,intrepidity,easy,Descriptor/Adjective Synonyms,449
roma,cherry,grape,plum,kinds of tomatoes,medium,Members of a Set/Entities,449
wonder,king,keys,legend,singer-songwriter pianists,very_hard,Noun/Concept Synonyms,450
desire,drive,resolve,will,intrinsic motivators,easy,Descriptor/Adjective Synonyms,450
elf,saw,her,big,movies,hard,Trivia/Pop Culture,450
bikini,g-string,thong,hipster,kinds of underwear,medium,Members of a Set/Entities,450
still,spring,mineral,tap,kinds of water,medium,Members of a Set/Entities,451
ghost,casper,let me in,twilight,movies featuring supernatural romance,hard,Trivia/Pop Culture,451
outpouring,tidal wave,torrent,avalanche,inundation,easy,Noun/Concept Synonyms,451
gorilla,beetle,monkey,bird,single animal in a creatively spelled band name,very_hard,Word Structure/Play,451
pant,goggle,tong,boxer,singular of things seen in pairs,very_hard,Members of a Set/Entities,452
ad-lib,make up,improv,freestyle,invent as you go,easy,Noun/Concept Synonyms,452
epic,film series,feature,short,movies of various lengths,hard,Trivia/Pop Culture,452
trifle,trinket,thingamajig,tchotchke,knickknack,medium,Noun/Concept Synonyms,452
goodfella,jaw,car,swinger,movies with “s” removed,hard,Trivia/Pop Culture,453
partridge,cleaver,tanner,bunker,sitcom families,very_hard,Noun/Concept Synonyms,453
shy,low,short,light,lacking,medium,Action/Verb Synonyms,453
bond,stock,option,cd,investments,easy,Noun/Concept Synonyms,453
blossom,community,coach,full house,sitcoms,very_hard,Noun/Concept Synonyms,454
drove,pack,sea,host,multitude,hard,Noun/Concept Synonyms,454
canyon,mountain,valley,plateau,land formations,medium,Noun/Concept Synonyms,454
sheet,towel,pillowcase,washcloth,items in a linen closet,easy,Members of a Set/Entities,454
scooter,gonzo,beaker,animal,muppets,hard,Noun/Concept Synonyms,455
thread,button,scissors,needle,items in a sewing kit,easy,Members of a Set/Entities,455
dive,scraper,rocket,lark,sky___,very_hard,Fill-in-the-Blank,455
atoll,bar,island,key,land surrounded by water,medium,Noun/Concept Synonyms,455
weed,grass,herb,mary jane,slang for cannabis,very_hard,Idioms & Slang,456
cape,gorge,ridge,crater,landforms,medium,Noun/Concept Synonyms,456
dub,pop,emo,trap,music genres,hard,Members of a Set/Entities,456
razz,tease,rib,kid,joke around with,easy,Noun/Concept Synonyms,456
rolling stone,pitchfork,billboard,billboard,music publications,hard,Descriptor/Adjective Synonyms,457
jim,pickings,shady,fit,slim ___,very_hard,Fill-in-the-Blank,457
cricket,frog,hare,kangaroo,jumping animals,easy,Members of a Set/Entities,457
fantasy,dream,never never,la-la,lands of the imagination,medium,Noun/Concept Synonyms,457
follow,track,watch,monitor,keep tabs on,easy,Action/Verb Synonyms,458
fry,world,wonder,talk,small ___,very_hard,Fill-in-the-Blank,458
flock,crowd,host,sea,large group,medium,Descriptor/Adjective Synonyms,458
spin,pitchfork,spin,mojo,music publications,hard,Descriptor/Adjective Synonyms,458
organ,harp,horn,triangle,musical instruments,hard,Members of a Set/Entities,459
moderate,anchor,host,present,"lead, as a tv program",medium,Trivia/Pop Culture,459
rostrum,beak,proboscis,muzzle,snouts,very_hard,Noun/Concept Synonyms,459
paste,quit,print,save,keyboard shortcut commands,easy,Noun/Concept Synonyms,459
maroon,desert,strand,ditch,leave high and dry,medium,Action/Verb Synonyms,460
champ,tiger,sport,buddy,kiddo,easy,Noun/Concept Synonyms,460
hair,rent,grease,company,musicals,hard,Noun/Concept Synonyms,460
in,tube,gram,book,social media app endings,very_hard,Noun/Concept Synonyms,460
sun,net,spur,buck,n.b.a. player,hard,Noun/Concept Synonyms,461
dip,bounce,jet,split,leave quickly,medium,Action/Verb Synonyms,461
light,radiation,flare,corona,solar emanations,very_hard,Noun/Concept Synonyms,461
kidney,navy,mung,pinto,kinds of beans,easy,Members of a Set/Entities,461
lawsuit,action,claim,complaint,legal terms,medium,Noun/Concept Synonyms,462
bust,statue,relief,torso,kinds of carvings,easy,Members of a Set/Entities,462
clipper,rocket,pacer,spur,n.b.a. team player,hard,Members of a Set/Entities,462
satisfaction,i ran,montero,istanbul,song titles with parentheses,very_hard,Noun/Concept Synonyms,462
spurs,bucks,hornets,bulls,n.b.a. teams,hard,Members of a Set/Entities,463
alejandro,lola,stan,michelle,songs that are names,very_hard,Trivia/Pop Culture,463
tan,camel,fawn,khaki,light brown shades,medium,Noun/Concept Synonyms,463
jack,blue,swiss,goat,kinds of cheeses,easy,Members of a Set/Entities,463
wave,asleep,barrier,bite,sound ___,very_hard,Fill-in-the-Blank,464
cowboy,jet,raven,ram,n.f.l. team member,hard,Members of a Set/Entities,464
percussion,string,brass,wind,kinds of instruments,easy,Members of a Set/Entities,464
slip,garter,thong,teddy,lingerie,medium,Noun/Concept Synonyms,464
flyer,duck,senator,star,n.h.l. team member,hard,Members of a Set/Entities,465
splash,sprinkle,drop,spot,little bit of a beverage,medium,Idioms & Slang,465
bar,cadet,heater,station,space ___,very_hard,Fill-in-the-Blank,465
flare,mom,skinny,boyfriend,kinds of jeans,easy,Members of a Set/Entities,465
chameleon,monitor,gecko,iguana,lizards,medium,Noun/Concept Synonyms,466
charm,ring,chain,bangle,kinds of jewelry,easy,Members of a Set/Entities,466
stars,kraken,flames,wild,n.h.l. teams,hard,Members of a Set/Entities,466
como,rojo,soy,poco,spanish words,very_hard,Descriptor/Adjective Synonyms,466
pin,lance,spit,skewer,"long, sharp objects",medium,Noun/Concept Synonyms,467
viking,voyager,galileo,pioneer,nasa spacecraft,hard,Noun/Concept Synonyms,467
ella,loco,mayo,gusto,spanish words,very_hard,Descriptor/Adjective Synonyms,467
electronic,player,grand,upright,kinds of pianos,easy,Members of a Set/Entities,467
vine,shrub,herb,tree,kinds of plants,easy,Members of a Set/Entities,468
bump,chess,dial,demon,speed ___,very_hard,Fill-in-the-Blank,468
anthem,motto,seal,flag,national symbols,hard,Members of a Set/Entities,468
staff,rod,pole,stick,"long, skinny objects",medium,Noun/Concept Synonyms,468
mazing,goo,genus,slid,spelling bee ranks minus a letter,very_hard,Word Structure/Play,469
guard,watch,mind,tend,look after,medium,Noun/Concept Synonyms,469
foxtrot,victor,hotel,yankee,nato phonetic alphabet,hard,Descriptor/Adjective Synonyms,469
oxford,polo,flannel,tee,kinds of shirts,easy,Members of a Set/Entities,469
dear,peach,doll,angel,lovely person,medium,Noun/Concept Synonyms,470
faculty,flair,talent,instinct,natural ability,hard,Descriptor/Adjective Synonyms,470
hipster,brief,boxer,thong,kinds of underwear,easy,Members of a Set/Entities,470
marble,globe,bubble,pearl,spherical things,very_hard,Members of a Set/Entities,470
kobe,bird,curry,magic,"nba legends, familiarly",hard,Descriptor/Adjective Synonyms,471
ladle,grater,peeler,whisk,kitchen utensils,easy,Noun/Concept Synonyms,471
scoop,info,dish,dope,lowdown,medium,Noun/Concept Synonyms,471
scary,ginger,baby,posh,spice girls,very_hard,Noun/Concept Synonyms,471
onion,fling,chicken,equinox,spring ___,very_hard,Fill-in-the-Blank,472
foundation,foot,bottom,base,lowest point,medium,Noun/Concept Synonyms,472
copy,replica,bootleg,fake,knockoff,easy,Noun/Concept Synonyms,472
jitter,butterfly,willy,nerve,"nervousness, in the singular",hard,Noun/Concept Synonyms,472
gooden,strawberry,piazza,seaver,new york mets legends,hard,Noun/Concept Synonyms,473
ding-dong,yahoo,dodo,yo-yo,knucklehead,easy,Noun/Concept Synonyms,473
great,legend,icon,lion,luminary,medium,Descriptor/Adjective Synonyms,473
fritter,fiddle,throw,trifle,"squander, with “away”",very_hard,Noun/Concept Synonyms,473
one,dance,root,meal,square ___,very_hard,Fill-in-the-Blank,474
grand,lavish,opulent,deluxe,luxurious,medium,Descriptor/Adjective Synonyms,474
praise,glory,credit,props,kudos,easy,Noun/Concept Synonyms,474
net,met,ranger,jet,new york sports team members,hard,Members of a Set/Entities,474
lede,dateline,photo,caption,news article features,hard,Noun/Concept Synonyms,475
dropper,beaker,goggles,microscope,lab equipment,easy,Members of a Set/Entities,475
o,ok,o,us,magazines,medium,Noun/Concept Synonyms,475
octopussy,beetlejuice,foxy brown,dogma,starting with animals,very_hard,Members of a Set/Entities,475
lunar,pufnstuf,cranium,cronut,starting with bird homophones,very_hard,Word Structure/Play,476
ton,mass,slew,sea,large amount,easy,Descriptor/Adjective Synonyms,476
copy,sports,city,culture,newspaper desks,hard,Noun/Concept Synonyms,476
fortune,mad,nature,w,magazines,medium,Noun/Concept Synonyms,476
bundle,pile,fortune,mint,large amount of money,easy,Descriptor/Adjective Synonyms,477
noble,great,grand,lofty,magnanimous,medium,Descriptor/Adjective Synonyms,477
draconian,library,leonardo,hydrant,starting with constellations,very_hard,Action/Verb Synonyms,477
globe,mirror,post,sun,newspaper names,hard,Members of a Set/Entities,477
post,globe,sun,journal,newspapers,hard,Noun/Concept Synonyms,478
bernie,rigatoni,romeo,parish,starting with european capitals,very_hard,Members of a Set/Entities,478
music,downloads,documents,desktop,main folders in a computer,medium,Idioms & Slang,478
vessel,craft,ship,barge,large boat,easy,Descriptor/Adjective Synonyms,478
grate,mince,slice,cube,make into smaller pieces while cooking,medium,Members of a Set/Entities,479
plastic,credit,charge,card,non-cash way to pay,hard,Noun/Concept Synonyms,479
lol,rofl,haha,dead,"laughter, in a text",easy,Noun/Concept Synonyms,479
newton,adderall,monitorship,toady,starting with herpetofauna,very_hard,Action/Verb Synonyms,479
juniper,freshwater,sophocles,seneca,starting with high school/college abbreviations,very_hard,Idioms & Slang,480
present,exhibit,display,show,make public,medium,Action/Verb Synonyms,480
baloney,tripe,bull,bunk,nonsense,hard,Noun/Concept Synonyms,480
gush,flatter,praise,fawn,lay it on thick,easy,Noun/Concept Synonyms,480
trojan horse,virus,worm,backdoor,malicious software,medium,Descriptor/Adjective Synonyms,481
blue,liberal,progressive,left,"left-leaning, politically",easy,Descriptor/Adjective Synonyms,481
helonium,haiku,yeoman,haystack,starting with homophones of greetings,very_hard,Word Structure/Play,481
ion,ship,ness,dom,noun suffixes,hard,Word Structure/Play,481
plan,canal,panama,man,nouns in a famous palindrome,hard,Word Structure/Play,482
destination,starting point,route,stops,map app options,medium,Noun/Concept Synonyms,482
eye contact,pea soup,tea leaves,sea change,starting with letter homophones,very_hard,Word Structure/Play,482
ankle,knee,thigh,shin,leg parts,easy,Noun/Concept Synonyms,482
calcium,triglyceride,biopic,chemise,"starting with math and science classes, for short",very_hard,Idioms & Slang,483
holder,rest,base,stand,object used for support,hard,Noun/Concept Synonyms,483
compass,key,inset,scale,map features,medium,Noun/Concept Synonyms,483
loose,lax,slack,easy,lenient,easy,Noun/Concept Synonyms,483
sincerely,love,best,cheers,letter sign-offs,easy,Word Structure/Play,484
queen,full,king,king,mattress sizes,medium,Noun/Concept Synonyms,484
washboard,saw,spoons,jug,objects played as instruments,hard,Members of a Set/Entities,484
leadership,tinder,ironic,goldilocks,starting with metals,very_hard,Action/Verb Synonyms,484
carbon,shipshape,busboy,trainee,starting with methods of transportation,very_hard,Idioms & Slang,485
relations,fling,thing,affair,liaison,easy,Noun/Concept Synonyms,485
twin,full,twin,queen,mattress sizes,medium,Noun/Concept Synonyms,485
bag,snag,land,secure,obtain,hard,Noun/Concept Synonyms,485
organ,medium,instrument,vehicle,means,medium,Noun/Concept Synonyms,486
glad-hand,happy meal,sunny-side up,merry-go-round,starting with optimistic words,very_hard,Action/Verb Synonyms,486
win,get,score,land,obtain,hard,Noun/Concept Synonyms,486
program,bill,schedule,slate,lineup,easy,Noun/Concept Synonyms,486
oil,coolant,brake fluid,fuel,liquids you put into cars,easy,Idioms & Slang,487
scale,ruler,compass,watch,measuring instruments,medium,Members of a Set/Entities,487
wallet,soulmate,coconut,updo,starting with pixar movies,very_hard,Trivia/Pop Culture,487
clear,pronounced,marked,striking,obvious,hard,Descriptor/Adjective Synonyms,487
prayer,proposal,dubbing,apology,occasions when one might kneel,hard,Idioms & Slang,488
roster,slate,ticket,ballot,list of candidates,easy,Noun/Concept Synonyms,488
histamine,mystery,ouroboros,herring,starting with possessive determiners,very_hard,Action/Verb Synonyms,488
publicity,coverage,exposure,press,media attention,medium,Noun/Concept Synonyms,488
intern,attending,resident,fellow,medical roles,medium,Noun/Concept Synonyms,489
numbers,judges,job,daniel,old testament books,hard,Noun/Concept Synonyms,489
hershey,minefield,histamine,itsy,starting with possessive pronouns,very_hard,Action/Verb Synonyms,489
touch,drop,dab,splash,little bit,easy,Noun/Concept Synonyms,489
thatch,mop,shock,tangle,mess of hair,medium,Noun/Concept Synonyms,490
kisscam,creamsicle,journeyman,rushmore,starting with rock bands,very_hard,Trivia/Pop Culture,490
stuffy,traditional,straight,square,old-fashioned,hard,Noun/Concept Synonyms,490
dive,haunt,establishment,joint,local watering hole,easy,Noun/Concept Synonyms,490
mnemonic,knee,gnome,psyche,starting with silent letters,very_hard,Word Structure/Play,491
sub,grinder,hero,hoagie,long sandwiches,easy,Noun/Concept Synonyms,491
mane,tangle,mop,mat,mess of hair,medium,Noun/Concept Synonyms,491
wall street,nixon,platoon,jfk,oliver stone movies,hard,Trivia/Pop Culture,491
breaking,surfing,taekwondo,trampoline,olympic events since 2000,hard,Trivia/Pop Culture,492
wolf eel,scarf ring,bolt cutter,chow mein,"starting with synonyms for ""eat""",very_hard,Idioms & Slang,492
alpaca,afghan,yak,angora,long-haired animals,easy,Members of a Set/Entities,492
spoil,fluff,blow,bumble,mess up,medium,Noun/Concept Synonyms,492
scrape,scratch,score,scar,mess up the surface of,medium,Idioms & Slang,493
hoop,ring,circle,band,loop,easy,Noun/Concept Synonyms,493
trampoline,hockey,breaking,skeleton,olympic sports,hard,Members of a Set/Entities,493
shoo-in,scattergories,go-getter,leavening,"starting with synonyms for ""scram!""",very_hard,Idioms & Slang,493
level,flat,flush,even,on the same plane,hard,Noun/Concept Synonyms,494
loofah,johnson,candle,toiletries,starting with synonyms for lavatory,very_hard,Idioms & Slang,494
kind,sweet,warm,tender,loving,easy,Action/Verb Synonyms,494
iron,copper,gold,zinc,metal elements,medium,Noun/Concept Synonyms,494
silver,nickel,lead,tin,metal elements,medium,Noun/Concept Synonyms,495
foot,bottom,foundation,base,lowest part,easy,Noun/Concept Synonyms,495
mockingbird,kidney,ribbon,razzmatazz,starting with synonyms for “tease”,very_hard,Idioms & Slang,495
donut,month,juror,inch,one in a group of twelve,hard,Idioms & Slang,495
agent,plant,spy,mole,one involved in espionage,hard,Noun/Concept Synonyms,496
doctoring,missing,lording,siring,starting with titles,very_hard,Action/Verb Synonyms,496
melt,wrap,club,hero,lunch orders,easy,Noun/Concept Synonyms,496
bombshell,twist,wrench,curveball,metaphor for something unexpected,medium,Noun/Concept Synonyms,496
whirlwind,circus,roller coaster,soap opera,metaphors for a dramatic and chaotic event,medium,Idioms & Slang,497
satin,silk,chiffon,velvet,luxurious fabrics,easy,Descriptor/Adjective Synonyms,497
hot dog,peacock,ham,showboat,one who likes showing off,hard,Trivia/Pop Culture,497
kaleidoscope,peacock,beethoven,cornucopia,starting with vegetables,very_hard,Action/Verb Synonyms,497
flywheel,rushmore,dashboard,dartmouth,starting with ways to move quickly,very_hard,Idioms & Slang,498
boxer,monk,judge,wizard,ones wearing robes,hard,Noun/Concept Synonyms,498
hoof,claw,horn,nail,made of keratin,easy,Noun/Concept Synonyms,498
means,channel,vehicle,medium,method,medium,Noun/Concept Synonyms,498
micro,mega,kilo,pico,metric prefixes,medium,Word Structure/Play,499
botch,spoil,blow,butcher,make a hash of,easy,Action/Verb Synonyms,499
rollerblade,android,rattlesnake,shakespeare,"starting with “shake, rattle and roll”",very_hard,Idioms & Slang,499
connoisseur,critic,expert,snob,ones with discerning tastes,hard,Noun/Concept Synonyms,499
devil,elf,batman,vulcan,ones with pointy ears,hard,Noun/Concept Synonyms,500
ken,bots,came,tan,starts of african countries,very_hard,Members of a Set/Entities,500
tie,square,draw,even,"make equal, as a score",easy,Idioms & Slang,500
spirit,grit,resolve,fight,mettle,medium,Noun/Concept Synonyms,500
fudge,shoot,frick,shoot,mild oaths,medium,Noun/Concept Synonyms,501
fulfill,honor,keep,uphold,"make good on, as a promise",easy,Idioms & Slang,501
juice,fire,zip,energy,oomph,hard,Noun/Concept Synonyms,501
motor,app,sam,goo,starts of cell phone makers,very_hard,Idioms & Slang,501
n.f.l.,nasa,paramount,subaru,orgs with stars in their logos,hard,Idioms & Slang,502
haze,pec,mac,cash,starts of culinary nuts,very_hard,Noun/Concept Synonyms,502
suit,tickle,please,delight,make happy,easy,Action/Verb Synonyms,502
darn,heck,fie,frick,mild oaths,medium,Noun/Concept Synonyms,502
fiddlesticks,sugar,fudge,fudge,mild oaths,medium,Noun/Concept Synonyms,503
clip,trim,cut,pare,make shorter,easy,Action/Verb Synonyms,503
sara,luxe,wars,cope,starts of european capitals,very_hard,Members of a Set/Entities,503
root,cradle,font,source,origin,hard,Noun/Concept Synonyms,503
thimble,boot,iron,top hat,original monopoly tokens,hard,Noun/Concept Synonyms,504
germ,luxe,malt,port,starts of european countries,very_hard,Members of a Set/Entities,504
highlighter,blush,powder,foundation,makeup,easy,Noun/Concept Synonyms,504
fatigue,drab,camo,khaki,military clothing descriptors,medium,Noun/Concept Synonyms,504
bug,cold,cough,chill,minor ailments,medium,Noun/Concept Synonyms,505
shop,mill,plant,factory,manufacturing locations,easy,Action/Verb Synonyms,505
timer,broil,bake,light,oven buttons,hard,Noun/Concept Synonyms,505
bet,the,lamb,delt,starts of greek letters,very_hard,Word Structure/Play,505
were,vamp,mum,frank,starts of monsters,very_hard,Noun/Concept Synonyms,506
corn,cheese,pap,mush,overly sentimental work,hard,Noun/Concept Synonyms,506
seal,otter,manatee,dolphin,marine mammals,easy,Noun/Concept Synonyms,506
soften,dampen,temper,cushion,mitigate,medium,Noun/Concept Synonyms,506
cool,temper,moderate,settle,mollify,medium,Descriptor/Adjective Synonyms,507
like,favorite,bookmark,save,mark online for later,easy,Noun/Concept Synonyms,507
zit,penn,fett,torte,starts of pasta names,very_hard,Members of a Set/Entities,507
contact,login,about,home,pages on a website,hard,Noun/Concept Synonyms,507
koala,wombat,kangaroo,wallaby,marsupials,easy,Noun/Concept Synonyms,508
gas,internet,rent,phone,monthly expenses,medium,Noun/Concept Synonyms,508
pearl,matte,gloss,eggshell,paint finishes,hard,Noun/Concept Synonyms,508
ear,mar,sat,mer,starts of planet names,very_hard,Members of a Set/Entities,508
whistler,munch,bacon,close,painters,hard,Noun/Concept Synonyms,509
bus,car,motorcycle,truck,motor vehicles,medium,Noun/Concept Synonyms,509
butter,free,breast,back,starts of swimming strokes,very_hard,Noun/Concept Synonyms,509
giant,monster,super,jumbo,massive,easy,Descriptor/Adjective Synonyms,509
bib,eye,pop,gag,palindromes,hard,Word Structure/Play,510
fuji,hood,olympus,whitney,mount ___,medium,Fill-in-the-Blank,510
china,linen,crystal,silver,materials associated with fancy dining,easy,Idioms & Slang,510
rap,don,leo,mic,starts of teenage mutant ninja turtles,very_hard,Idioms & Slang,510
nick,quart,pen,dim,starts of u.s. coins,very_hard,Noun/Concept Synonyms,511
tool,medium,vehicle,mechanism,means,easy,Noun/Concept Synonyms,511
sway,swing,rock,wave,move back and forth,medium,Action/Verb Synonyms,511
classic,model,textbook,definitive,paradigmatic,hard,Descriptor/Adjective Synonyms,511
plane,train,car,boat,means of transportation,easy,Noun/Concept Synonyms,512
progress,advance,push,march,move forward,medium,Action/Verb Synonyms,512
bench,tree,statue,pigeon,park staples,hard,Noun/Concept Synonyms,512
cart,washing,bide,nix,starts of u.s. presidents,very_hard,Noun/Concept Synonyms,512
wash,kent,mass,mary,starts of u.s. states,very_hard,Members of a Set/Entities,513
flap,wave,sway,blow,move in the wind,medium,Action/Verb Synonyms,513
backboard,net,rim,pole,parts of a basketball hoop,hard,Members of a Set/Entities,513
poke,pry,nose around,snoop,meddle,easy,Noun/Concept Synonyms,513
barrel,bolt,zip,zip,move quickly,medium,Action/Verb Synonyms,514
trailer,axles,hitch,tractor,parts of a big rig,hard,Members of a Set/Entities,514
average,fair,so-so,ok,meh,easy,Noun/Concept Synonyms,514
aqua,capri,gem,sag,starts of zodiac signs,very_hard,Members of a Set/Entities,514
spine,jacket,page,cover,parts of a book,hard,Members of a Set/Entities,515
animal,bacteria,fungus,plant,member of a kingdom in taxonomy,easy,Idioms & Slang,515
race,fly,dart,dash,move quickly,medium,Action/Verb Synonyms,515
board,struck,gate,fish,star___,very_hard,Fill-in-the-Blank,515
celtic,packer,yankee,canadien,member of a team with the most championships in their respective sports,easy,Members of a Set/Entities,516
bind,spot,pickle,scrape,sticky situation,very_hard,Noun/Concept Synonyms,516
steal,slip,tiptoe,creep,move stealthily,medium,Action/Verb Synonyms,516
wheel,shock,tank,dash,"parts of a car, informally",hard,Members of a Set/Entities,516
beret,badge,sash,skirt,parts of a classic girl scout uniform,hard,Members of a Set/Entities,517
glee,mirth,festivity,cheer,merriment,easy,Noun/Concept Synonyms,517
fly,race,blaze,tear,move with speed,medium,Action/Verb Synonyms,517
note,rice,fingers,wicket,sticky ___,very_hard,Fill-in-the-Blank,517
