word1,word2,word3,word4,category,difficulty,General Category,game_id
dice,scorecard,pencil,cup,needs for playing yahtzee,medium,Noun/Concept Synonyms,
envelope,name,stamp,address,needs for sending a letter,medium,Word Structure/Play,
rubber bands,basin,dye,shirt,needs for tie-dyeing a shirt,medium,Idioms & Slang,
jitter,butterfly,willy,nerve,"nervousness, in the singular",hard,Noun/Concept Synonyms,
though,however,still,yet,nevertheless,easy,Descriptor/Adjective Synonyms,
gooden,strawberry,piazza,seaver,new york mets legends,hard,Noun/Concept Synonyms,
net,met,ranger,jet,new york sports team members,hard,Members of a Set/Entities,
wire,flash,bulletin,report,news announcement,easy,Noun/Concept Synonyms,
lede,dateline,photo,caption,news article features,hard,Noun/Concept Synonyms,
copy,sports,city,culture,newspaper desks,hard,Noun/Concept Synonyms,
columnist,photographer,reporter,editor,newspaper jobs,easy,Noun/Concept Synonyms,
globe,mirror,post,sun,newspaper names,hard,Members of a Set/Entities,
chronicle,register,herald,sun,newspaper names,medium,Members of a Set/Entities,
arts,business,comics,sports,newspaper sections,easy,Noun/Concept Synonyms,
business,national,opinion,style,newspaper sections,medium,Noun/Concept Synonyms,
post,globe,sun,journal,newspapers,hard,Noun/Concept Synonyms,
heart,nucleus,hub,center,nexus,medium,Noun/Concept Synonyms,
packer,raven,cowboy,bronco,nfl players,easy,Members of a Set/Entities,
commander,bill,bear,brown,nfl players,very_hard,Members of a Set/Entities,
moniker,designation,handle,sobriquet,nickname,medium,Noun/Concept Synonyms,
drink,deep,briny,blue,"nicknames for the sea, with “the”",very_hard,Members of a Set/Entities,
sue,josh,chuck,rob,nicknames that are verbs,very_hard,Members of a Set/Entities,
bill,tom,pat,bob,nicknames that have other meanings,very_hard,Members of a Set/Entities,
club,lounge,bar,disco,nightspots,easy,Noun/Concept Synonyms,
owl,moth,wolf,bat,nocturnal animals,medium,Members of a Set/Entities,
row,racket,clatter,ruckus,noisy disturbance,medium,Noun/Concept Synonyms,
plastic,credit,charge,card,non-cash way to pay,hard,Noun/Concept Synonyms,
baloney,bull,rubbish,bunk,nonsense,easy,Noun/Concept Synonyms,
baloney,tripe,bull,bunk,nonsense,hard,Noun/Concept Synonyms,
bunk,crock,baloney,tripe,nonsense,medium,Noun/Concept Synonyms,
mean,par,average,standard,norm,easy,Noun/Concept Synonyms,
suck,stink,bite,blow,not be good,medium,Noun/Concept Synonyms,
but,besides,save,except,not including,medium,Noun/Concept Synonyms,
gone,mia,elsewhere,absent,not present,easy,Noun/Concept Synonyms,
uneven,rugged,rough,bumpy,"not smooth, as terrain",easy,Noun/Concept Synonyms,
buggy,spotty,erratic,glitchy,not working reliably,easy,Descriptor/Adjective Synonyms,
special,pilot,finale,premiere,notable tv episodes,very_hard,Trivia/Pop Culture,
ion,ship,ness,dom,noun suffixes,hard,Word Structure/Play,
liberty,life,happiness,pursuit,nouns from a famous line in the declaration of independence,medium,Trivia/Pop Culture,
plan,canal,panama,man,nouns in a famous palindrome,hard,Word Structure/Play,
handful,pest,pain,bother,nuisance,medium,Noun/Concept Synonyms,
tow,eon,ether,net,number anagrams,very_hard,Word Structure/Play,
won,ate,too,for,number homophones,very_hard,Word Structure/Play,
451,2001,"20,000",22,numbers in book titles,very_hard,Noun/Concept Synonyms,
sour,sight,sen,sine,numbers with first letters replaced by “s”,very_hard,Word Structure/Play,
audio,games,news,cooking,nyt offerings,medium,Noun/Concept Synonyms,
holder,rest,base,stand,object used for support,hard,Noun/Concept Synonyms,
aegis,pandora’s box,apple of discord,golden fleece,objects from greek myth,medium,Noun/Concept Synonyms,
point,line,solid,plane,"objects in 0-, 1-, 2- and 3-dimensional space",medium,Idioms & Slang,
line,plane,point,solid,"objects in 0-, 1-, 2- and 3-dimensional space",very_hard,Idioms & Slang,
washboard,saw,spoons,jug,objects played as instruments,hard,Members of a Set/Entities,
baseball glove,can opener,golf club,guitar,objects that may be right- or left-handed,very_hard,Idioms & Slang,
chip,phone,wave,scope,objects with the prefix “micro-”,very_hard,Word Structure/Play,
stop,block,clog,jam,obstruct,medium,Noun/Concept Synonyms,
bag,snag,land,secure,obtain,hard,Noun/Concept Synonyms,
win,get,score,land,obtain,hard,Noun/Concept Synonyms,
clear,pronounced,marked,striking,obvious,hard,Descriptor/Adjective Synonyms,
prayer,proposal,dubbing,apology,occasions when one might kneel,hard,Idioms & Slang,
smith,miller,mason,fisher,occupational surnames,medium,Members of a Set/Entities,
drift,current,wave,tide,ocean phenomena,medium,Members of a Set/Entities,
big,popular,hot,in,of-the-moment,easy,Noun/Concept Synonyms,
digression,tangent,detour,aside,off-topic remarks,easy,Descriptor/Adjective Synonyms,
vanilla,ivory,eggshell,cream,off-white shades,easy,Noun/Concept Synonyms,
approval,consent,support,blessing,official sanctioning,easy,Noun/Concept Synonyms,
maxim,chestnut,saw,adage,old saying,easy,Noun/Concept Synonyms,
numbers,judges,job,daniel,old testament books,hard,Noun/Concept Synonyms,
stuffy,traditional,straight,square,old-fashioned,hard,Noun/Concept Synonyms,
wall street,nixon,platoon,jfk,oliver stone movies,hard,Trivia/Pop Culture,
breaking,surfing,taekwondo,trampoline,olympic events since 2000,hard,Trivia/Pop Culture,
trampoline,hockey,breaking,skeleton,olympic sports,hard,Members of a Set/Entities,
box,plate,base,mound,on a baseball field,very_hard,Noun/Concept Synonyms,
level,flat,flush,even,on the same plane,hard,Noun/Concept Synonyms,
pawn,puppet,instrument,tool,one being manipulated,medium,Noun/Concept Synonyms,
buck,smacker,single,clam,one dollar,medium,Noun/Concept Synonyms,
aviator,flier,ace,pilot,one flying an airplane,medium,Noun/Concept Synonyms,
month,juror,donut,rose,one in a dozen,medium,Noun/Concept Synonyms,
egg,month,juror,rose,one in a dozen,very_hard,Noun/Concept Synonyms,
donut,month,juror,inch,one in a group of twelve,hard,Idioms & Slang,
volunteer,guinea pig,participant,subject,one in a research study,medium,Idioms & Slang,
sister,deadly sin,continent,wonder,one in a septet,medium,Noun/Concept Synonyms,
agent,plant,spy,mole,one involved in espionage,hard,Noun/Concept Synonyms,
train,chain,string,series,one thing after another,easy,Noun/Concept Synonyms,
hot dog,peacock,ham,showboat,one who likes showing off,hard,Trivia/Pop Culture,
principal,headliner,star,lead,one with top billing,easy,Noun/Concept Synonyms,
gusher,ocher,kenya,pelvis,one-named singer plus starting letter,very_hard,Word Structure/Play,
mother,president,saint patrick,saint valentine,ones celebrated with holidays,medium,Noun/Concept Synonyms,
boxer,monk,judge,wizard,ones wearing robes,hard,Noun/Concept Synonyms,
connoisseur,critic,expert,snob,ones with discerning tastes,hard,Noun/Concept Synonyms,
devil,elf,batman,vulcan,ones with pointy ears,hard,Noun/Concept Synonyms,
former,prior,past,late,onetime,medium,Noun/Concept Synonyms,
character,makeup,nature,fiber,one’s constitution,medium,Noun/Concept Synonyms,
influencer,ambassador,model,streamer,online personality,very_hard,Descriptor/Adjective Synonyms,
thud,plop,splash,bang,onomatopoeia,very_hard,Noun/Concept Synonyms,
birth,start,dawn,creation,onset,easy,Noun/Concept Synonyms,
juice,fire,zip,energy,oomph,hard,Noun/Concept Synonyms,
court,yard,square,plaza,open space,easy,Noun/Concept Synonyms,
working,active,functional,running,operating,easy,Action/Verb Synonyms,
break,time,shot,chance,opportunity,medium,Descriptor/Adjective Synonyms,
shot,turn,chance,opening,opportunity,medium,Descriptor/Adjective Synonyms,
trim,tidy,clean,neat,orderly,easy,Descriptor/Adjective Synonyms,
vanilla,plain,standard,normal,ordinary,easy,Descriptor/Adjective Synonyms,
tongue,tripe,heart,gizzard,organ meats,medium,Noun/Concept Synonyms,
hearth,lunge,skink,colony,organ plus a letter,very_hard,Word Structure/Play,
party,team,group,club,organization,easy,Noun/Concept Synonyms,
tree,chain,pyramid,ladder,"organizational structures, metaphorically",very_hard,Descriptor/Adjective Synonyms,
kidney,lung,heart,liver,organs,medium,Noun/Concept Synonyms,
n.f.l.,nasa,paramount,subaru,orgs with stars in their logos,hard,Idioms & Slang,
genesis,seed,germ,source,origin,easy,Noun/Concept Synonyms,
root,cradle,font,source,origin,hard,Noun/Concept Synonyms,
thimble,boot,iron,top hat,original monopoly tokens,hard,Noun/Concept Synonyms,
ruffle,trim,frill,fringe,ornamental border,medium,Noun/Concept Synonyms,
bridges,phoenix,washington,irons,oscar-winning actors,very_hard,Trivia/Pop Culture,
garish,bright,flashy,loud,"ostentatious, as an outfit",easy,Noun/Concept Synonyms,
mate,complement,match,partner,other half,medium,Noun/Concept Synonyms,
better,top,eclipse,surpass,outdo,easy,Noun/Concept Synonyms,
festival,tailgate,picnic,block party,outdoor events,medium,Noun/Concept Synonyms,
frank,vocal,loud,direct,outspoken,easy,Noun/Concept Synonyms,
timer,broil,bake,light,oven buttons,hard,Noun/Concept Synonyms,
corn,cheese,pap,mush,overly sentimental work,hard,Noun/Concept Synonyms,
bore,held,possessed,had,owned,easy,Noun/Concept Synonyms,
squirrel,store,stash,stow,pack (away) for future use,easy,Idioms & Slang,
dense,thick,tight,compact,packed,medium,Noun/Concept Synonyms,
contact,login,about,home,pages on a website,hard,Noun/Concept Synonyms,
pearl,matte,gloss,eggshell,paint finishes,hard,Noun/Concept Synonyms,
whistler,munch,bacon,close,painters,hard,Noun/Concept Synonyms,
palette,easel,canvas,brush,painting accessories,easy,Action/Verb Synonyms,
ski poles,knitting needles,chopsticks,claves,pairs of rods,medium,Noun/Concept Synonyms,
bib,eye,pop,gag,palindromes,hard,Word Structure/Play,
abba,kayak,nun,stats,palindromes,medium,Word Structure/Play,
kayak,otto,hannah,level,palindromes,very_hard,Word Structure/Play,
natan,eve,racecar,mom,palindromes,very_hard,Word Structure/Play,
refer,tenet,level,pep,palindromes featuring “e”,medium,Word Structure/Play,
tree,sunday,reader,beach,palm ___,very_hard,Fill-in-the-Blank,
sheet,page,leaf,folio,paper in a book,medium,Noun/Concept Synonyms,
clip,tiger,trail,towel,paper ___,very_hard,Fill-in-the-Blank,
classic,model,textbook,definitive,paradigmatic,hard,Descriptor/Adjective Synonyms,
bench,tree,statue,pigeon,park staples,hard,Noun/Concept Synonyms,
spin,angle,slant,bias,partiality,easy,Descriptor/Adjective Synonyms,
box,fence,dive,row,participate in summer olympic events,medium,Members of a Set/Entities,
shred,crumb,morsel,grain,particle,medium,Noun/Concept Synonyms,
backboard,net,rim,pole,parts of a basketball hoop,hard,Members of a Set/Entities,
trailer,axles,hitch,tractor,parts of a big rig,hard,Members of a Set/Entities,
saddle,pedal,chain,wheel,parts of a bike,medium,Members of a Set/Entities,
spine,cover,page,jacket,parts of a book,easy,Members of a Set/Entities,
spine,jacket,page,cover,parts of a book,hard,Members of a Set/Entities,
spine,leaves,cover,jacket,parts of a book,medium,Members of a Set/Entities,
tire,trunk,hood,bumper,parts of a car,easy,Members of a Set/Entities,
belt,wheel,mirror,horn,parts of a car,medium,Members of a Set/Entities,
wheel,shock,tank,dash,"parts of a car, informally",hard,Members of a Set/Entities,
beret,badge,sash,skirt,parts of a classic girl scout uniform,hard,Members of a Set/Entities,
library,cafeteria,dorm,quad,parts of a college campus,easy,Members of a Set/Entities,
insurance,vacation,salary,bonus,parts of a compensation package,easy,Members of a Set/Entities,
goatee,pitchfork,tail,horns,parts of a devil costume,hard,Members of a Set/Entities,
hinge,frame,handle,lock,parts of a door,very_hard,Members of a Set/Entities,
touchdown,takeoff,taxi,cruise,parts of a flight,medium,Members of a Set/Entities,
sole,arch,ball,heel,parts of a foot,easy,Members of a Set/Entities,
crag,ledge,cliff,ridge,parts of a mountain,hard,Members of a Set/Entities,
speaker,turntable,amp,preamp,parts of a record player setup,easy,Members of a Set/Entities,
delta,bank,mouth,bed,parts of a river,easy,Members of a Set/Entities,
shoulder,divider,lane,median,parts of a road,hard,Members of a Set/Entities,
deck,anchor,bridge,aft,parts of a ship,hard,Members of a Set/Entities,
bow,mast,deck,fore,parts of a ship,hard,Members of a Set/Entities,
sole,heel,upper,tongue,parts of a shoe,easy,Members of a Set/Entities,
bridge,chorus,hook,refrain,parts of a song,easy,Members of a Set/Entities,
fork,plate,napkin,glass,parts of a table setting,easy,Members of a Set/Entities,
chain,flapper,float,handle,parts of a toilet tank,hard,Members of a Set/Entities,
pulp,root,enamel,crown,parts of a tooth,hard,Members of a Set/Entities,
bracket,round,bye,seed,parts of a tournament setup,medium,Members of a Set/Entities,
root,trunk,leaf,branch,parts of a tree,easy,Members of a Set/Entities,
strap,hand,dial,crown,parts of a watch,medium,Members of a Set/Entities,
banner,menu,header,sidebar,parts of a website,medium,Members of a Set/Entities,
hub,spoke,rim,tire,parts of a wheel,easy,Members of a Set/Entities,
robe,staff,hat,beard,parts of a wizard costume,medium,Members of a Set/Entities,
nose,engine,wing,cabin,parts of an airplane,hard,Members of a Set/Entities,
hangar,runway,terminal,tarmac,parts of an airport,easy,Members of a Set/Entities,
halo,robe,wings,harp,parts of an angel costume,medium,Members of a Set/Entities,
pickup,fret,peg,string,parts of an electric guitar,hard,Members of a Set/Entities,
whip,fedora,satchel,bomber,parts of an indiana jones costume,hard,Members of a Set/Entities,
rind,stem,seed,core,parts of fruit you might not eat,hard,Members of a Set/Entities,
drum,hammer,canal,anvil,parts of the ear,medium,Members of a Set/Entities,
iris,cone,lens,pupil,parts of the eye,medium,Members of a Set/Entities,
dud,drip,bore,drag,party pooper,easy,Noun/Concept Synonyms,
bar,torch,time,buck,pass the ___,very_hard,Fill-in-the-Blank,
extreme,intense,deep,fierce,"passionate, as a feeling",easy,Noun/Concept Synonyms,
ribbon,elbow,wheel,ear,pasta shapes,hard,Noun/Concept Synonyms,
bowtie,spiral,shell,elbow,pasta shapes,medium,Noun/Concept Synonyms,
bowtie,wheel,elbow,tube,pasta shapes,very_hard,Noun/Concept Synonyms,
honeycomb,checkers,stripes,camo,patterns,hard,Noun/Concept Synonyms,
paisley,stripes,plaid,houndstooth,patterns,medium,Noun/Concept Synonyms,
pony,ante,settle,cough,"pay, with “up”",hard,Noun/Concept Synonyms,
masterpiece,nova,nature,frontline,pbs shows,hard,Trivia/Pop Culture,
coat,pod,green,soup,pea ___,very_hard,Fill-in-the-Blank,
swell,dandy,fine,ducky,peachy,easy,Descriptor/Adjective Synonyms,
nifty,super,neat,swell,peachy keen,easy,Noun/Concept Synonyms,
off,weird,curious,funny,peculiar,easy,Noun/Concept Synonyms,
levy,butler,bloom,guthrie,people whose first names are u.s. cities,very_hard,Members of a Set/Entities,
catch,clock,register,notice,perceive,easy,Descriptor/Adjective Synonyms,
observe,catch,notice,see,perceive,medium,Descriptor/Adjective Synonyms,
rattle,drum,triangle,bell,percussion instruments,easy,Members of a Set/Entities,
punch,poke,pierce,bore,perforate,medium,Noun/Concept Synonyms,
tank,flail,flounder,flop,perform poorly,medium,Action/Verb Synonyms,
ace,nail,rock,crush,perform well on,hard,Action/Verb Synonyms,
stand-up,singer,dancer,actor,performing artists,easy,Action/Verb Synonyms,
age,day,time,era,period,hard,Noun/Concept Synonyms,
as,k,be,i,periodic table symbols,hard,Members of a Set/Entities,
fe,he,i,ni,periodic table symbols,very_hard,Members of a Set/Entities,
edge,border,fringe,skirt,periphery,easy,Descriptor/Adjective Synonyms,
hold,stay,last,stand,persist,easy,Noun/Concept Synonyms,
chair,director,chief,head,person in charge,easy,Noun/Concept Synonyms,
nail file,brush,tweezers,mirror,personal grooming items,easy,Members of a Set/Entities,
effect,good,belonging,possession,personal property minus “s”,very_hard,Noun/Concept Synonyms,
angle,bent,lens,point of view,perspective,easy,Descriptor/Adjective Synonyms,
nag,hound,bug,badger,pester,easy,Noun/Concept Synonyms,
ride,badger,bug,harry,pester,hard,Noun/Concept Synonyms,
nags,hounds,bugs,badgers,pesters,easy,Noun/Concept Synonyms,
pan,rabbit,piper,parker,peter ___,very_hard,Fill-in-the-Blank,
campaign,press,appeal,lobby,petition (for),hard,Noun/Concept Synonyms,
melting,condensation,vaporization,freezing,phase transitions for liquids,medium,Noun/Concept Synonyms,
rustle,marks,lock,pane,philosopher homophones,very_hard,Word Structure/Play,
service,signal,reception,bars,phone connectivity,medium,Descriptor/Adjective Synonyms,
stress,rhythm,intonation,loudness,phonetic elements of speech,very_hard,Descriptor/Adjective Synonyms,
snap,pic,shot,still,photo,easy,Noun/Concept Synonyms,
eyedropper,eraser,magic wand,lasso,photoshop tools,hard,Members of a Set/Entities,
catch,see,spot,note,pick up on,medium,Noun/Concept Synonyms,
cooler,utensils,basket,blanket,picnic accessories,medium,Descriptor/Adjective Synonyms,
icon,symbol,character,glyph,pictograph,medium,Noun/Concept Synonyms,
hanger,hammer,level,nail,picture hanging needs,hard,Noun/Concept Synonyms,
olive branch,arrows,eagle,shield,pictured on the u.s. great seal,medium,Idioms & Slang,
breast,wing,tender,drumstick,pieces of chicken,easy,Members of a Set/Entities,
chair,table,bed,couch,pieces of furniture,easy,Members of a Set/Entities,
puck,ball,stone,birdie,pieces of olympic sports equipment,hard,Members of a Set/Entities,
brace,support,prop,post,pillar,medium,Noun/Concept Synonyms,
steer,direct,guide,lead,pilot,medium,Noun/Concept Synonyms,
flipper,plunger,ball,bumper,pinball machine components,hard,Noun/Concept Synonyms,
filter,tamper,pipe cleaner,lighter,pipe-smoking accessories,hard,Action/Verb Synonyms,
zest,kick,punch,zing,piquancy,easy,Descriptor/Adjective Synonyms,
zip,bite,tang,kick,piquancy,hard,Descriptor/Adjective Synonyms,
brave,coco,up,cars,pixar movies,hard,Trivia/Pop Culture,
racecar,grumpy old man,talking doll,clownfish,pixar protagonists,hard,Noun/Concept Synonyms,
port,jack,outlet,socket,place to plug something in,medium,Idioms & Slang,
vault,chest,coffer,safe,place to store valuables,medium,Noun/Concept Synonyms,
put,laid,sat,placed,placed down,hard,Noun/Concept Synonyms,
temple,shrine,reliquary,altar,places for worship,easy,Noun/Concept Synonyms,
champagne,nice,tours,dijon,places in france,hard,Noun/Concept Synonyms,
nice,angers,reunion,champagne,places in france,very_hard,Noun/Concept Synonyms,
wall street,chinatown,dumbo,manhattan,places in new york city,easy,Members of a Set/Entities,
gulf,chevron,shell,7-eleven,places that sell gas,hard,Noun/Concept Synonyms,
wallet,atm,tip jar,cash register,places to find paper money,easy,Idioms & Slang,
red carpet,american flag,uber rating,galaxy,places to find stars,hard,Noun/Concept Synonyms,
web,net,snare,tangle,places to get trapped,easy,Noun/Concept Synonyms,
rocker,swing,hammock,cradle,places to lie/sit that move,hard,Idioms & Slang,
outlet,market,mall,outlet,places to shop,easy,Noun/Concept Synonyms,
store,bazaar,market,fair,places to shop,easy,Noun/Concept Synonyms,
land,world,city,town,places used in retail suffixes,medium,Word Structure/Play,
gym,courtroom,park,dugout,places with benches,very_hard,Noun/Concept Synonyms,
bowling alley,highway,supermarket,swimming pool,places with lanes,medium,Noun/Concept Synonyms,
genus,cars,darth,bluto,planets/dwarf planet with first letter changed,very_hard,Word Structure/Play,
sprout,bud,bloom,shoot,plant growths,medium,Noun/Concept Synonyms,
anise,fennel,licorice,tarragon,plants with similar flavors,medium,Noun/Concept Synonyms,
trick,fool,prank,punk,play a joke on,medium,Action/Verb Synonyms,
groove,rock,shred,jam,play music with passion,medium,Action/Verb Synonyms,
solo,jam,shred,noodle,play some electric guitar,medium,Action/Verb Synonyms,
date,doh,dirty,dead,play ___,very_hard,Fill-in-the-Blank,
kid,rib,tease,josh,playfully bother,easy,Noun/Concept Synonyms,
kid,tease,rib,needle,playfully poke fun at,easy,Noun/Concept Synonyms,
swings,slide,teeter-totter,monkey bars,playground equipment,easy,Members of a Set/Entities,
swing,sandbox,slide,seesaw,playground fixtures,easy,Noun/Concept Synonyms,
tag,hide,dodge,hop,playground verbs,medium,Noun/Concept Synonyms,
spade,heart,diamond,club,playing card suits,easy,Action/Verb Synonyms,
jack,kings,ace,queens,playing cards,easy,Action/Verb Synonyms,
king,jacks,aces,queen,playing cards,easy,Action/Verb Synonyms,
scent,fragrance,bouquet,aroma,pleasant smells,easy,Noun/Concept Synonyms,
snake,pipe,wrench,plunger,plumbing equipment,medium,Members of a Set/Entities,
sack,raid,rob,loot,plunder,easy,Noun/Concept Synonyms,
booty,loot,swag,spoils,plunder,very_hard,Noun/Concept Synonyms,
sheep,squid,deer,shrimp,plural animals identical to their singular forms,hard,Members of a Set/Entities,
dice,mice,lice,oxen,plural words that are very different from their singular forms,very_hard,Word Structure/Play,
up first,radiolab,wtf,serial,podcasts,hard,Noun/Concept Synonyms,
meter,verse,line,rhyme,poetry terms,hard,Noun/Concept Synonyms,
position,perspective,lens,angle,point of view,medium,Noun/Concept Synonyms,
call,check,raise,fold,poker actions,hard,Noun/Concept Synonyms,
fold,call,check,bet,poker actions,medium,Noun/Concept Synonyms,
bones,elementary,kojak,monk,police procedurals,hard,Noun/Concept Synonyms,
relations,congress,commerce,intimacy,polite terms for sex,medium,Noun/Concept Synonyms,
noodle,muse,reflect,deliberate,ponder,hard,Noun/Concept Synonyms,
grande,mars,styles,swift,pop megastars,easy,Noun/Concept Synonyms,
mar,key,style,spear,pop singers minus “s”,very_hard,Noun/Concept Synonyms,
kettle,stovetop,microwave,popper,popcorn-making methods,hard,Action/Verb Synonyms,
share,piece,take,cut,portion of profit,hard,Noun/Concept Synonyms,
for,pro,aye,yea,positions in favor,easy,Noun/Concept Synonyms,
boot,tow,ticket,points,possible results of a traffic violation,hard,Idioms & Slang,
stall,punt,hold,table,postpone,very_hard,Noun/Concept Synonyms,
sticker,belly,hole,luck,pot___,very_hard,Fill-in-the-Blank,
wing,breast,tender,thigh,poultry cuts,easy,Noun/Concept Synonyms,
tender,wing,breast,thigh,poultry cuts,medium,Noun/Concept Synonyms,
outage,short,surge,spike,power issues,medium,Noun/Concept Synonyms,
ranger,nap,plant,trip,power ___,very_hard,Fill-in-the-Blank,
feather,mushroom,flower,star,power-ups in super mario world,very_hard,Idioms & Slang,
toilet paper,moon,egg,streak,prank verbs,very_hard,Noun/Concept Synonyms,
jabber,chat,gab,blather,prattle on,medium,Noun/Concept Synonyms,
cusp,eve,brink,verge,precipice,easy,Noun/Concept Synonyms,
mess,fix,pickle,jam,predicament,easy,Noun/Concept Synonyms,
fix,hole,spot,corner,predicament,hard,Noun/Concept Synonyms,
binds,jams,spots,pickles,predicaments,hard,Noun/Concept Synonyms,
forecast,divine,read,call,predict,hard,Noun/Concept Synonyms,
hyper,over,super,extra,prefix meaning “very”,easy,Word Structure/Play,
pro,sub,super,retro,prefixes,hard,Word Structure/Play,
demo,auto,bureau,pluto,prefixes with -cracy,very_hard,Word Structure/Play,
cures,smokes,salts,cans,"preserves, as meat",medium,Noun/Concept Synonyms,
run,direct,lead,chair,preside over,medium,Noun/Concept Synonyms,
chester,harry,calvin,grover,presidential first names,hard,Members of a Set/Entities,
lincoln,ford,grant,wilson,presidents,easy,Noun/Concept Synonyms,
imagine,think,figure,suspect,presume,easy,Noun/Concept Synonyms,
affect,charade,front,airs,pretense,medium,Noun/Concept Synonyms,
good,penny,please,woman,pretty ___,very_hard,Fill-in-the-Blank,
poke,stick,jab,pierce,prick,easy,Noun/Concept Synonyms,
first,chief,principal,main,primary,medium,Descriptor/Adjective Synonyms,
gibbon,bonobo,gorilla,baboon,primates,medium,Noun/Concept Synonyms,
bulletin,announcement,notice,poster,printed notification,easy,Noun/Concept Synonyms,
team,number,college,position,pro athlete data,hard,Noun/Concept Synonyms,
undertaker,hitman,rock,snake,"pro wrestling icons, with “the”",hard,Idioms & Slang,
caravan,parade,train,fleet,procession,easy,Noun/Concept Synonyms,
reserve,secure,book,charter,procure in advance,medium,Noun/Concept Synonyms,
cone,pollen,acorn,sap,produced by trees,easy,Noun/Concept Synonyms,
line,trade,field,business,profession,hard,Noun/Concept Synonyms,
ruby,java,basic,python,programming languages,hard,Action/Verb Synonyms,
drag,inch,creep,crawl,progress slowly,easy,Descriptor/Adjective Synonyms,
deny,forbid,ban,block,prohibit,medium,Noun/Concept Synonyms,
deny,bar,refuse,block,"prohibit, as entry",easy,Descriptor/Adjective Synonyms,
cage,bacon,ford,cruise,prolific actors,hard,Trivia/Pop Culture,
sell,market,pitch,hype,promote,easy,Noun/Concept Synonyms,
here,wee,theme,use,pronoun plus “e”,very_hard,Noun/Concept Synonyms,
i,you,they,me,pronouns,medium,Noun/Concept Synonyms,
us,we,it,them,pronouns,medium,Noun/Concept Synonyms,
hop,leap,jump,spring,propel into the air,easy,Noun/Concept Synonyms,
jazzercise,paralympics,pokémon,wikipedia,proper noun portmanteaux,hard,Noun/Concept Synonyms,
john malkovich,las vegas,private ryan,amy,proper nouns after gerunds in '90s movie titles,very_hard,Trivia/Pop Culture,
yankees,kate,birdie,dolly,proper nouns in broadway musical titles that are spoken phrases,hard,Idioms & Slang,
donut,pacifier,skateboard,saxophone,props for characters on “the simpsons”,hard,Trivia/Pop Culture,
pad,buffer,shield,cushion,protective barrier,medium,Descriptor/Adjective Synonyms,
skin,shell,scales,bark,protective coverings in nature,medium,Descriptor/Adjective Synonyms,
milk,guts,beans,tea,proverbial things that are spilled,very_hard,Members of a Set/Entities,
hornets’ nest,can,tires,habit,proverbial things to kick,hard,Members of a Set/Entities,
explain,expand,specify,elaborate,provide more details,medium,Noun/Concept Synonyms,
character,image,reputation,name,public standing,medium,Descriptor/Adjective Synonyms,
exposure,press,attention,coverage,publicity,easy,Members of a Set/Entities,
copy,words,writing,text,published lines,medium,Noun/Concept Synonyms,
yank,jerk,wrench,tug,pull,medium,Noun/Concept Synonyms,
yank,tear,wrench,rip,pull using force,easy,Noun/Concept Synonyms,
sock,slug,blow,belt,punch,easy,Noun/Concept Synonyms,
pound,sock,pop,slug,punch,medium,Noun/Concept Synonyms,
hyphen,period,dash,colon,punctuation marks,medium,Noun/Concept Synonyms,
slash,colon,comma,period,punctuation marks,medium,Noun/Concept Synonyms,
crate,collar,bowl,bed,puppy purchases,medium,Noun/Concept Synonyms,
bottle,mobile,crib,rattle,purchases for a baby,medium,Descriptor/Adjective Synonyms,
rain,prose,haze,heart,purple ___,very_hard,Fill-in-the-Blank,
dog,tail,shadow,track,pursue,hard,Noun/Concept Synonyms,
chase,tail,track,follow,pursue,hard,Noun/Concept Synonyms,
trail,stalk,hunt,track,pursue,medium,Noun/Concept Synonyms,
hunt,chase,quest,search,pursuit,easy,Noun/Concept Synonyms,
shoulder,barge,jostle,muscle,push through a crowd,very_hard,Noun/Concept Synonyms,
hits,taps,clicks,presses,"pushes, as a button",medium,Noun/Concept Synonyms,
give,pronounce,present,deliver,"put forward, as an announcement",medium,Idioms & Slang,
bet,chance,gamble,risk,put on the line,easy,Action/Verb Synonyms,
crack,slight,dig,barb,putdown,easy,Noun/Concept Synonyms,
wet,cold,windy,gray,qualities of a rainy day,easy,Idioms & Slang,
stringy,dry,chewy,tough,qualities of overcooked meat,easy,Noun/Concept Synonyms,
lift,bounce,volume,body,qualities of thick hair,hard,Noun/Concept Synonyms,
count,total,number,amount,quantity,easy,Descriptor/Adjective Synonyms,
some,several,many,few,quantity words,hard,Noun/Concept Synonyms,
tiff,scrap,row,fight,quarrel,medium,Noun/Concept Synonyms,
bed,mary,bee,mother,queen ___,very_hard,Fill-in-the-Blank,
swim,dip,splash,dive,quick jump in the pool,medium,Idioms & Slang,
look,gander,glance,glimpse,quick peek,easy,Noun/Concept Synonyms,
blast,rave,bash,blowout,quite the party,easy,Descriptor/Adjective Synonyms,
chatterbox,blabbermouth,prattler,windbag,quite the talker,easy,Noun/Concept Synonyms,
gross,king,stern,glass,radio hall of fame members,very_hard,Members of a Set/Entities,
copy,out,roger,over,radio lingo,hard,Noun/Concept Synonyms,
roger,negative,over,copy,radio lingo,medium,Noun/Concept Synonyms,
channel,band,frequency,station,radio tuning options,medium,Noun/Concept Synonyms,
forest,coat,maker,bow,rain___,very_hard,Fill-in-the-Blank,
grime,bounce,drill,crunk,rap subgenres,hard,Members of a Set/Entities,
