word1,word2,word3,word4,category,difficulty
net,met,ranger,jet,new york sports team members,hard
wire,flash,bulletin,report,news announcement,easy
lede,dateline,photo,caption,news article features,hard
copy,sports,city,culture,newspaper desks,hard
columnist,photographer,reporter,editor,newspaper jobs,easy
globe,mirror,post,sun,newspaper names,hard
chronicle,register,herald,sun,newspaper names,medium
arts,business,comics,sports,newspaper sections,easy
business,national,opinion,style,newspaper sections,medium
post,globe,sun,journal,newspapers,hard
heart,nucleus,hub,center,nexus,medium
packer,raven,cowboy,bronco,nfl players,easy
commander,bill,bear,brown,nfl players,very_hard
moniker,designation,handle,sobriquet,nickname,medium
drink,deep,briny,blue,"nicknames for the sea, with “the”",very_hard
sue,josh,chuck,rob,nicknames that are verbs,very_hard
bill,tom,pat,bob,nicknames that have other meanings,very_hard
club,lounge,bar,disco,nightspots,easy
owl,moth,wolf,bat,nocturnal animals,medium
row,racket,clatter,ruckus,noisy disturbance,medium
plastic,credit,charge,card,non-cash way to pay,hard
baloney,bull,rubbish,bunk,nonsense,easy
baloney,tripe,bull,bunk,nonsense,hard
bunk,crock,baloney,tripe,nonsense,medium
mean,par,average,standard,norm,easy
suck,stink,bite,blow,not be good,medium
but,besides,save,except,not including,medium
gone,mia,elsewhere,absent,not present,easy
uneven,rugged,rough,bumpy,"not smooth, as terrain",easy
buggy,spotty,erratic,glitchy,not working reliably,easy
special,pilot,finale,premiere,notable tv episodes,very_hard
ion,ship,ness,dom,noun suffixes,hard
liberty,life,happiness,pursuit,nouns from a famous line in the declaration of independence,medium
plan,canal,panama,man,nouns in a famous palindrome,hard
handful,pest,pain,bother,nuisance,medium
tow,eon,ether,net,number anagrams,very_hard
won,ate,too,for,number homophones,very_hard
451,2001,"20,000",22,numbers in book titles,very_hard
sour,sight,sen,sine,numbers with first letters replaced by “s”,very_hard
audio,games,news,cooking,nyt offerings,medium
holder,rest,base,stand,object used for support,hard
aegis,pandora’s box,apple of discord,golden fleece,objects from greek myth,medium
point,line,solid,plane,"objects in 0-, 1-, 2- and 3-dimensional space",medium
line,plane,point,solid,"objects in 0-, 1-, 2- and 3-dimensional space",very_hard
washboard,saw,spoons,jug,objects played as instruments,hard
baseball glove,can opener,golf club,guitar,objects that may be right- or left-handed,very_hard
chip,phone,wave,scope,objects with the prefix “micro-”,very_hard
stop,block,clog,jam,obstruct,medium
bag,snag,land,secure,obtain,hard
win,get,score,land,obtain,hard
clear,pronounced,marked,striking,obvious,hard
prayer,proposal,dubbing,apology,occasions when one might kneel,hard
smith,miller,mason,fisher,occupational surnames,medium
drift,current,wave,tide,ocean phenomena,medium
big,popular,hot,in,of-the-moment,easy
digression,tangent,detour,aside,off-topic remarks,easy
vanilla,ivory,eggshell,cream,off-white shades,easy
approval,consent,support,blessing,official sanctioning,easy
maxim,chestnut,saw,adage,old saying,easy
numbers,judges,job,daniel,old testament books,hard
stuffy,traditional,straight,square,old-fashioned,hard
wall street,nixon,platoon,jfk,oliver stone movies,hard
breaking,surfing,taekwondo,trampoline,olympic events since 2000,hard
trampoline,hockey,breaking,skeleton,olympic sports,hard
box,plate,base,mound,on a baseball field,very_hard
level,flat,flush,even,on the same plane,hard
pawn,puppet,instrument,tool,one being manipulated,medium
buck,smacker,single,clam,one dollar,medium
aviator,flier,ace,pilot,one flying an airplane,medium
month,juror,donut,rose,one in a dozen,medium
egg,month,juror,rose,one in a dozen,very_hard
donut,month,juror,inch,one in a group of twelve,hard
volunteer,guinea pig,participant,subject,one in a research study,medium
sister,deadly sin,continent,wonder,one in a septet,medium
agent,plant,spy,mole,one involved in espionage,hard
train,chain,string,series,one thing after another,easy
hot dog,peacock,ham,showboat,one who likes showing off,hard
principal,headliner,star,lead,one with top billing,easy
gusher,ocher,kenya,pelvis,one-named singer plus starting letter,very_hard
mother,president,saint patrick,saint valentine,ones celebrated with holidays,medium
boxer,monk,judge,wizard,ones wearing robes,hard
connoisseur,critic,expert,snob,ones with discerning tastes,hard
devil,elf,batman,vulcan,ones with pointy ears,hard
former,prior,past,late,onetime,medium
character,makeup,nature,fiber,one’s constitution,medium
influencer,ambassador,model,streamer,online personality,very_hard
thud,plop,splash,bang,onomatopoeia,very_hard
birth,start,dawn,creation,onset,easy
juice,fire,zip,energy,oomph,hard
court,yard,square,plaza,open space,easy
working,active,functional,running,operating,easy
break,time,shot,chance,opportunity,medium
shot,turn,chance,opening,opportunity,medium
trim,tidy,clean,neat,orderly,easy
vanilla,plain,standard,normal,ordinary,easy
tongue,tripe,heart,gizzard,organ meats,medium
hearth,lunge,skink,colony,organ plus a letter,very_hard
party,team,group,club,organization,easy
tree,chain,pyramid,ladder,"organizational structures, metaphorically",very_hard
kidney,lung,heart,liver,organs,medium
n.f.l.,nasa,paramount,subaru,orgs with stars in their logos,hard
genesis,seed,germ,source,origin,easy
root,cradle,font,source,origin,hard
thimble,boot,iron,top hat,original monopoly tokens,hard
ruffle,trim,frill,fringe,ornamental border,medium
bridges,phoenix,washington,irons,oscar-winning actors,very_hard
garish,bright,flashy,loud,"ostentatious, as an outfit",easy
mate,complement,match,partner,other half,medium
better,top,eclipse,surpass,outdo,easy
festival,tailgate,picnic,block party,outdoor events,medium
frank,vocal,loud,direct,outspoken,easy
timer,broil,bake,light,oven buttons,hard
corn,cheese,pap,mush,overly sentimental work,hard
bore,held,possessed,had,owned,easy
squirrel,store,stash,stow,pack (away) for future use,easy
dense,thick,tight,compact,packed,medium
contact,login,about,home,pages on a website,hard
pearl,matte,gloss,eggshell,paint finishes,hard
whistler,munch,bacon,close,painters,hard
palette,easel,canvas,brush,painting accessories,easy
ski poles,knitting needles,chopsticks,claves,pairs of rods,medium
bib,eye,pop,gag,palindromes,hard
abba,kayak,nun,stats,palindromes,medium
kayak,otto,hannah,level,palindromes,very_hard
natan,eve,racecar,mom,palindromes,very_hard
refer,tenet,level,pep,palindromes featuring “e”,medium
tree,sunday,reader,beach,palm ___,very_hard
sheet,page,leaf,folio,paper in a book,medium
clip,tiger,trail,towel,paper ___,very_hard
classic,model,textbook,definitive,paradigmatic,hard
bench,tree,statue,pigeon,park staples,hard
spin,angle,slant,bias,partiality,easy
box,fence,dive,row,participate in summer olympic events,medium
shred,crumb,morsel,grain,particle,medium
backboard,net,rim,pole,parts of a basketball hoop,hard
trailer,axles,hitch,tractor,parts of a big rig,hard
saddle,pedal,chain,wheel,parts of a bike,medium
spine,cover,page,jacket,parts of a book,easy
spine,jacket,page,cover,parts of a book,hard
spine,leaves,cover,jacket,parts of a book,medium
tire,trunk,hood,bumper,parts of a car,easy
belt,wheel,mirror,horn,parts of a car,medium
wheel,shock,tank,dash,"parts of a car, informally",hard
beret,badge,sash,skirt,parts of a classic girl scout uniform,hard
library,cafeteria,dorm,quad,parts of a college campus,easy
insurance,vacation,salary,bonus,parts of a compensation package,easy
goatee,pitchfork,tail,horns,parts of a devil costume,hard
hinge,frame,handle,lock,parts of a door,very_hard
touchdown,takeoff,taxi,cruise,parts of a flight,medium
sole,arch,ball,heel,parts of a foot,easy
crag,ledge,cliff,ridge,parts of a mountain,hard
speaker,turntable,amp,preamp,parts of a record player setup,easy
delta,bank,mouth,bed,parts of a river,easy
shoulder,divider,lane,median,parts of a road,hard
deck,anchor,bridge,aft,parts of a ship,hard
bow,mast,deck,fore,parts of a ship,hard
sole,heel,upper,tongue,parts of a shoe,easy
bridge,chorus,hook,refrain,parts of a song,easy
fork,plate,napkin,glass,parts of a table setting,easy
chain,flapper,float,handle,parts of a toilet tank,hard
pulp,root,enamel,crown,parts of a tooth,hard
bracket,round,bye,seed,parts of a tournament setup,medium
root,trunk,leaf,branch,parts of a tree,easy
strap,hand,dial,crown,parts of a watch,medium
banner,menu,header,sidebar,parts of a website,medium
hub,spoke,rim,tire,parts of a wheel,easy
robe,staff,hat,beard,parts of a wizard costume,medium
nose,engine,wing,cabin,parts of an airplane,hard
hangar,runway,terminal,tarmac,parts of an airport,easy
halo,robe,wings,harp,parts of an angel costume,medium
pickup,fret,peg,string,parts of an electric guitar,hard
whip,fedora,satchel,bomber,parts of an indiana jones costume,hard
rind,stem,seed,core,parts of fruit you might not eat,hard
drum,hammer,canal,anvil,parts of the ear,medium
iris,cone,lens,pupil,parts of the eye,medium
dud,drip,bore,drag,party pooper,easy
bar,torch,time,buck,pass the ___,very_hard
extreme,intense,deep,fierce,"passionate, as a feeling",easy
ribbon,elbow,wheel,ear,pasta shapes,hard
bowtie,spiral,shell,elbow,pasta shapes,medium
bowtie,wheel,elbow,tube,pasta shapes,very_hard
honeycomb,checkers,stripes,camo,patterns,hard
paisley,stripes,plaid,houndstooth,patterns,medium
pony,ante,settle,cough,"pay, with “up”",hard
masterpiece,nova,nature,frontline,pbs shows,hard
coat,pod,green,soup,pea ___,very_hard
swell,dandy,fine,ducky,peachy,easy
nifty,super,neat,swell,peachy keen,easy
off,weird,curious,funny,peculiar,easy
levy,butler,bloom,guthrie,people whose first names are u.s. cities,very_hard
catch,clock,register,notice,perceive,easy
observe,catch,notice,see,perceive,medium
rattle,drum,triangle,bell,percussion instruments,easy
punch,poke,pierce,bore,perforate,medium
tank,flail,flounder,flop,perform poorly,medium
ace,nail,rock,crush,perform well on,hard
stand-up,singer,dancer,actor,performing artists,easy
age,day,time,era,period,hard
as,k,be,i,periodic table symbols,hard
fe,he,i,ni,periodic table symbols,very_hard
edge,border,fringe,skirt,periphery,easy
hold,stay,last,stand,persist,easy
chair,director,chief,head,person in charge,easy
nail file,brush,tweezers,mirror,personal grooming items,easy
effect,good,belonging,possession,personal property minus “s”,very_hard
angle,bent,lens,point of view,perspective,easy
nag,hound,bug,badger,pester,easy
ride,badger,bug,harry,pester,hard
nags,hounds,bugs,badgers,pesters,easy
pan,rabbit,piper,parker,peter ___,very_hard
campaign,press,appeal,lobby,petition (for),hard
melting,condensation,vaporization,freezing,phase transitions for liquids,medium
rustle,marks,lock,pane,philosopher homophones,very_hard
service,signal,reception,bars,phone connectivity,medium
stress,rhythm,intonation,loudness,phonetic elements of speech,very_hard
snap,pic,shot,still,photo,easy
eyedropper,eraser,magic wand,lasso,photoshop tools,hard
catch,see,spot,note,pick up on,medium
cooler,utensils,basket,blanket,picnic accessories,medium
icon,symbol,character,glyph,pictograph,medium
hanger,hammer,level,nail,picture hanging needs,hard
olive branch,arrows,eagle,shield,pictured on the u.s. great seal,medium
breast,wing,tender,drumstick,pieces of chicken,easy
chair,table,bed,couch,pieces of furniture,easy
puck,ball,stone,birdie,pieces of olympic sports equipment,hard
brace,support,prop,post,pillar,medium
steer,direct,guide,lead,pilot,medium
flipper,plunger,ball,bumper,pinball machine components,hard
filter,tamper,pipe cleaner,lighter,pipe-smoking accessories,hard
zest,kick,punch,zing,piquancy,easy
zip,bite,tang,kick,piquancy,hard
brave,coco,up,cars,pixar movies,hard
racecar,grumpy old man,talking doll,clownfish,pixar protagonists,hard
port,jack,outlet,socket,place to plug something in,medium
vault,chest,coffer,safe,place to store valuables,medium
put,laid,sat,placed,placed down,hard
temple,shrine,reliquary,altar,places for worship,easy
champagne,nice,tours,dijon,places in france,hard
nice,angers,reunion,champagne,places in france,very_hard
wall street,chinatown,dumbo,manhattan,places in new york city,easy
gulf,chevron,shell,7-eleven,places that sell gas,hard
wallet,atm,tip jar,cash register,places to find paper money,easy
red carpet,american flag,uber rating,galaxy,places to find stars,hard
web,net,snare,tangle,places to get trapped,easy
rocker,swing,hammock,cradle,places to lie/sit that move,hard
outlet,market,mall,outlet,places to shop,easy
store,bazaar,market,fair,places to shop,easy
land,world,city,town,places used in retail suffixes,medium
gym,courtroom,park,dugout,places with benches,very_hard
bowling alley,highway,supermarket,swimming pool,places with lanes,medium
genus,cars,darth,bluto,planets/dwarf planet with first letter changed,very_hard
sprout,bud,bloom,shoot,plant growths,medium
anise,fennel,licorice,tarragon,plants with similar flavors,medium
trick,fool,prank,punk,play a joke on,medium
groove,rock,shred,jam,play music with passion,medium
solo,jam,shred,noodle,play some electric guitar,medium
date,doh,dirty,dead,play ___,very_hard
kid,rib,tease,josh,playfully bother,easy
kid,tease,rib,needle,playfully poke fun at,easy
swings,slide,teeter-totter,monkey bars,playground equipment,easy
swing,sandbox,slide,seesaw,playground fixtures,easy
tag,hide,dodge,hop,playground verbs,medium
spade,heart,diamond,club,playing card suits,easy
jack,kings,ace,queens,playing cards,easy
king,jacks,aces,queen,playing cards,easy
scent,fragrance,bouquet,aroma,pleasant smells,easy
snake,pipe,wrench,plunger,plumbing equipment,medium
sack,raid,rob,loot,plunder,easy
booty,loot,swag,spoils,plunder,very_hard
sheep,squid,deer,shrimp,plural animals identical to their singular forms,hard
dice,mice,lice,oxen,plural words that are very different from their singular forms,very_hard
up first,radiolab,wtf,serial,podcasts,hard
meter,verse,line,rhyme,poetry terms,hard
position,perspective,lens,angle,point of view,medium
call,check,raise,fold,poker actions,hard
fold,call,check,bet,poker actions,medium
bones,elementary,kojak,monk,police procedurals,hard
relations,congress,commerce,intimacy,polite terms for sex,medium
noodle,muse,reflect,deliberate,ponder,hard
grande,mars,styles,swift,pop megastars,easy
mar,key,style,spear,pop singers minus “s”,very_hard
kettle,stovetop,microwave,popper,popcorn-making methods,hard
share,piece,take,cut,portion of profit,hard
for,pro,aye,yea,positions in favor,easy
boot,tow,ticket,points,possible results of a traffic violation,hard
stall,punt,hold,table,postpone,very_hard
sticker,belly,hole,luck,pot___,very_hard
wing,breast,tender,thigh,poultry cuts,easy
tender,wing,breast,thigh,poultry cuts,medium
outage,short,surge,spike,power issues,medium
ranger,nap,plant,trip,power ___,very_hard
feather,mushroom,flower,star,power-ups in super mario world,very_hard
toilet paper,moon,egg,streak,prank verbs,very_hard
jabber,chat,gab,blather,prattle on,medium
cusp,eve,brink,verge,precipice,easy
mess,fix,pickle,jam,predicament,easy
fix,hole,spot,corner,predicament,hard
binds,jams,spots,pickles,predicaments,hard
forecast,divine,read,call,predict,hard
hyper,over,super,extra,prefix meaning “very”,easy
pro,sub,super,retro,prefixes,hard
demo,auto,bureau,pluto,prefixes with -cracy,very_hard
cures,smokes,salts,cans,"preserves, as meat",medium
run,direct,lead,chair,preside over,medium
chester,harry,calvin,grover,presidential first names,hard
lincoln,ford,grant,wilson,presidents,easy
imagine,think,figure,suspect,presume,easy
affect,charade,front,airs,pretense,medium
good,penny,please,woman,pretty ___,very_hard
poke,stick,jab,pierce,prick,easy
first,chief,principal,main,primary,medium
gibbon,bonobo,gorilla,baboon,primates,medium
bulletin,announcement,notice,poster,printed notification,easy
team,number,college,position,pro athlete data,hard
undertaker,hitman,rock,snake,"pro wrestling icons, with “the”",hard
caravan,parade,train,fleet,procession,easy
reserve,secure,book,charter,procure in advance,medium
cone,pollen,acorn,sap,produced by trees,easy
line,trade,field,business,profession,hard
ruby,java,basic,python,programming languages,hard
drag,inch,creep,crawl,progress slowly,easy
deny,forbid,ban,block,prohibit,medium
deny,bar,refuse,block,"prohibit, as entry",easy
cage,bacon,ford,cruise,prolific actors,hard
sell,market,pitch,hype,promote,easy
here,wee,theme,use,pronoun plus “e”,very_hard
i,you,they,me,pronouns,medium
us,we,it,them,pronouns,medium
hop,leap,jump,spring,propel into the air,easy
jazzercise,paralympics,pokémon,wikipedia,proper noun portmanteaux,hard
john malkovich,las vegas,private ryan,amy,proper nouns after gerunds in '90s movie titles,very_hard
yankees,kate,birdie,dolly,proper nouns in broadway musical titles that are spoken phrases,hard
donut,pacifier,skateboard,saxophone,props for characters on “the simpsons”,hard
pad,buffer,shield,cushion,protective barrier,medium
skin,shell,scales,bark,protective coverings in nature,medium
milk,guts,beans,tea,proverbial things that are spilled,very_hard
hornets’ nest,can,tires,habit,proverbial things to kick,hard
explain,expand,specify,elaborate,provide more details,medium
character,image,reputation,name,public standing,medium
exposure,press,attention,coverage,publicity,easy
copy,words,writing,text,published lines,medium
yank,jerk,wrench,tug,pull,medium
yank,tear,wrench,rip,pull using force,easy
sock,slug,blow,belt,punch,easy
pound,sock,pop,slug,punch,medium
hyphen,period,dash,colon,punctuation marks,medium
slash,colon,comma,period,punctuation marks,medium
crate,collar,bowl,bed,puppy purchases,medium
bottle,mobile,crib,rattle,purchases for a baby,medium
rain,prose,haze,heart,purple ___,very_hard
dog,tail,shadow,track,pursue,hard
chase,tail,track,follow,pursue,hard
trail,stalk,hunt,track,pursue,medium
hunt,chase,quest,search,pursuit,easy
shoulder,barge,jostle,muscle,push through a crowd,very_hard
hits,taps,clicks,presses,"pushes, as a button",medium
give,pronounce,present,deliver,"put forward, as an announcement",medium
bet,chance,gamble,risk,put on the line,easy
crack,slight,dig,barb,putdown,easy
wet,cold,windy,gray,qualities of a rainy day,easy
stringy,dry,chewy,tough,qualities of overcooked meat,easy
lift,bounce,volume,body,qualities of thick hair,hard
count,total,number,amount,quantity,easy
some,several,many,few,quantity words,hard
tiff,scrap,row,fight,quarrel,medium
bed,mary,bee,mother,queen ___,very_hard
swim,dip,splash,dive,quick jump in the pool,medium
look,gander,glance,glimpse,quick peek,easy
blast,rave,bash,blowout,quite the party,easy
chatterbox,blabbermouth,prattler,windbag,quite the talker,easy
gross,king,stern,glass,radio hall of fame members,very_hard
copy,out,roger,over,radio lingo,hard
roger,negative,over,copy,radio lingo,medium
channel,band,frequency,station,radio tuning options,medium
forest,coat,maker,bow,rain___,very_hard
grime,bounce,drill,crunk,rap subgenres,hard
q-tip,ice cube,common,future,rappers,hard
tip,pain,40,cole,rappers minus first letter,very_hard
pac,savage,chainz,cent,rappers minus numbers,very_hard
rough,gruff,husky,hoarse,raspy,easy
percentage,thumbs,stars,a-f,ratings systems,hard
basis,foundation,reason,grounds,rationale,easy
message,ping,text,contact,reach out to,medium
96,mow,noon,sis,reads the same rotated 180°,very_hard
estate,madrid,world,deal,real ___,very_hard
catfish,chopped,survivor,alone,reality shows,medium
domain,field,sphere,area,realm of expertise,easy
bounce,ricochet,carom,bank,rebound,medium
columbia,virgin,capitol,island,record labels,hard
shoebox,brick,fish tank,microwave,rectangular prisms,hard
glass,metal,plastic,paper,recycling categories,medium
bull,carpet,meat,cross,red ___,very_hard
velvet,herring,delicious,tape,red ___,very_hard
elegance,grace,style,taste,refined sensibility,easy
gleam,glitter,sparkle,flash,reflect light,easy
buy,trust,believe,accept,regard as true,easy
about,toward,on,concerning,regarding,hard
limit,check,curb,contain,regulate,hard
parrot,echo,repeat,quote,reiterate,medium
insurance,escrow,appraisal,mortgage,related to buying a home,hard
acoustic,auditory,heard,sonic,related to sound/hearing,medium
conductor,car,track,station,related to trains,medium
mother,cousin,nephew,aunt,relatives,easy
hang,loaf,chill,lounge,relax,easy
lounge,loaf,chill,veg,relax,medium
pastor,lama,cardinal,monk,religious figures,easy
power,menu,volume,channel,remote control buttons,easy
menu,back,select,home,remote control buttons,hard
stop,home,mute,volume,remote control functions,hard
country,woods,bush,sticks,remote rural area,medium
thread,wax,pluck,laser,"remove, as body hair",easy
wipe,flick,sweep,brush,"remove, as crumbs",hard
pares,shells,shucks,peels,removes the covering of,hard
work,upgrades,construction,repairs,renovations,medium
there,hear,tut,knock,repeated words in expressions,medium
copy,extra,spare,backup,replacement,easy
backup,substitute,cover,sub,replacement,medium
relief,alternate,cover,backup,replacement,medium
lyre,big bear,centaur,hunter,represented by constellations,medium
intro class,devil,james bond,cannabis,represented by three-digit numbers,very_hard
standing,face,image,regard,reputation,hard
bank,save,stash,store,reserve for later,easy
stay,live,dwell,inhabit,reside,easy
mat,band,dumbbell,bench,resistance training equipment,medium
right,correct,bingo,yes,response to a correct answer,medium
starter,dessert,side,main,restaurant courses,medium
dishwasher,cook,host,server,restaurant jobs,medium
booth,counter,table,bar,restaurant seating options,hard
tap,sparkling,bottled,still,restaurant water options,easy
chef,server,host,bartender,restaurant workers,easy
check,curb,limit,stem,restrain,hard
check,block,stop,dam,restrict,easy
check,curb,limit,cap,restrict,hard
fruit,product,return,yield,result,easy
product,sum,difference,quotient,results of some arithmetic,hard
ditch,pit,hole,trench,results of some digging,medium
best boy,idea,stables,kroner,retail chains with a letter changed,very_hard
lime,pickle,mortar,jenny,rhyme with u.s. coins,very_hard
karen,aaron,darren,sharon,rhymes,easy
fryer,fire,choir,liar,rhymes,hard
hurdle,confections,grands,swelling sea,rhymes for new york times games,very_hard
widen,vixen,pagan,smarter,rhymes of u.s. president names,very_hard
hubbub,nitwit,backpack,ragtag,rhyming compound words,very_hard
downtown,backpack,cookbook,bigwig,rhyming compound words,very_hard
be kind rewind,fright night,e.t.,kill bill,rhyming titles,medium
clear,drain,empty,flush,rid of contents,medium
stiff,rob,hose,fleece,rip off,easy
torn,cleft,split,rent,ripped,medium
spicy,blue,adult,suggestive,risqué,hard
avenue,drag,drive,artery,road,medium
alley,lane,drive,street,road names,easy
anvil,coyote,boulder,tnt,road runner cartoon staples,medium
casino,heat,taxi driver,joker,robert de niro films,hard
healthy,strong,fit,sound,robust,easy
heart,queen,madonna,prince,rock & roll hall of fame inductees,hard
glam,metal,goth,punk,rock genres,hard
arena,garage,alternative,classic,rock music subgenres,medium
paper,shoot,scissors,rock,rock paper scissors,hard
star,candy,bottom,garden,rock ___,very_hard
picture,rocky,show,horror,rocky horror picture show,easy
rat,hamster,vole,gerbil,rodents,medium
rocky,itchy,pinky,chip,rodents who are first in a cartoon duo,very_hard
stick,bat,club,staff,rods,easy
crochet hook,crowbar,crook,candy cane,rods that curve at one end,very_hard
v,l,m,d,roman numerals,hard
connection,spark,feelings,vibe,romantic beginnings,hard
yours,always,kisses,love,romantic letter sign-offs,medium
lover,steady,sweetheart,flame,romantic partner,easy
attraction,sparks,chemistry,fireworks,romantic rapport,easy
thing,pair,couple,item,romantic twosome,medium
spark,fireworks,connection,chemistry,romantic vibe,hard
study,den,kitchen,bedroom,rooms in a house,easy
study,lounge,library,hall,rooms in the game clue,easy
handset,cradle,dial,cord,rotary phone parts,medium
crank,turn,wind,reel,rotate,medium
even,odd,black,red,roulette bets,medium
red,even,odd,black,roulette options,very_hard
pancake,record,coaster,frisbee,round flat things,easy
funding,golf,applause,drinks,round of ___,very_hard
globe,ball,orb,sphere,round three-dimensional objects,easy
prince,baron,king,earl,royal and noble titles,medium
we,flush,family,jelly,royal ___,very_hard
grate,gnash,grind,scrape,rub together,easy
urgent,void,approved,paid,rubber stamp words,hard
soul,cement,band,duckie,rubber ___,very_hard
point,stare,whisper,snicker,rude things to do,hard
interrupt,point,stare,litter,rude things to do,medium
desert,jilt,ignore,ghost,rudely break off contact,hard
root,dig,sift,comb,rummage,easy
race,dash,sprint,bolt,run quickly,hard
pedestrian,banal,everyday,humdrum,run-of-the-mill,medium
blew,burst,split,broke,ruptured,easy
draft,puff,blow,gust,rush of wind,easy
gust,blow,blast,gale,rush of wind,medium
tar,salty dog,swab,skipper,sailor,medium
ruffle,combo,goldfish,taki,salty snack unit,hard
praise,applaud,hail,honor,salute,easy
haven,retreat,port,shelter,sanctuary,easy
melt,sub,club,cuban,sandwiches,medium
stone,paper,castle,piper,sand___,very_hard
dasher,comet,vixen,cupid,santa’s reindeer,medium
cheek,mouth,attitude,lip,sassiness,easy
cute,smart,wise,fresh,sassy,easy
lampoon,cracked,onion,mad,"satirical publications, familiarly",hard
pay,clear,square,settle,"satisfy, as debts",medium
plum,soy,xo,oyster,sauces in chinese cuisine,hard
racket,fast one,hustle,con,scam,medium
aroma,note,nose,bouquet,scents of wine,medium
trick,ploy,con,sting,scheme,medium
plot,hustle,racket,ruse,scheme,medium
snoot,snout,beak,honker,schnozz,medium
lab,library,gym,auditorium,school facilities,easy
fish,hard knocks,thought,rock,school of ___,very_hard
lunch,recess,homeroom,class,school periods,easy
pen,ruler,tape,scissors,school supplies,easy
dune,alien,avatar,tron,sci-fi franchises,very_hard
abyss,fly,thing,matrix,"sci-fi movies, with “the”",very_hard
bunch,ruffle,pucker,gather,"scrunch, as fabric",medium
tank,snorkel,fins,mask,scuba gear,easy
squid,ray,crab,sponge,sea creatures,easy
change,cucumber,lion,legs,sea ___,very_hard
harp,monk,hooded,harbor,seals,very_hard
baltic,philippine,red,black,seas,hard
private,remote,hidden,secret,secluded,easy
clyde,cher,teller,hardy,second in a famous real-life duo,hard
gamble,noble,young,johnson,second names in companies with ampersands,very_hard
peaks,velvet,highway,drive,second words in david lynch titles,hard
masque,cask,fall,pit,"second words in poe stories, after ""the""",hard
dogs,fiction,unchained,brown,second words in tarantino movies,very_hard
mia,gimme,queen,trouper,second words in titles of abba hits,very_hard
russian,mule,mary,breeze,second words of vodka cocktails,very_hard
bell,darling,hook,pan,second words of “peter pan” characters,very_hard
coming,nature,fiddle,guess,second ___,medium
fiddle,guess,nature,wind,second ___,very_hard
code,sauce,agent,santa,secret ___,very_hard
latex,gum,sap,resin,secreted by trees,medium
division,wing,division,tier,section,easy
branch,rank,class,limb,section,easy
stage,chapter,phase,period,section of one’s life,medium
request,book,reserve,order,secure in advance,medium
register,scanner,conveyor belt,scale,seen at a grocery checkout counter,medium
jumbotron,skybox,scoreboard,astroturf,seen at a sports stadium,easy
cake,altar,bouquet,ring,seen at a wedding,medium
cone,little spoon,cup,scoop,seen at an ice cream shop,medium
trapeze,ring,clown,tent,seen at the circus,easy
jelly bean,egg,bunny,peep,seen during easter,hard
pitchfork,bale,horse,trough,seen in a barn,medium
counter,range,sink,fridge,seen in a kitchen,easy
hamper,washer,iron,dryer,seen in a laundry room,easy
mirror,scale,locker,bench,seen in a locker room,medium
photo,visa,name,stamp,seen in a passport,very_hard
clay,kiln,wheel,glaze,seen in a pottery studio,medium
cast,director,title,studio,seen in opening credits,hard
mushroom,puddle,earthworm,mud,seen in the aftermath of a rainstorm,very_hard
princess,parrot,genie,monkey,seen in “aladdin”,hard
prince,slipper,ball,pumpkin,seen in “cinderella”,hard
ladder,barrel,hammer,gorilla,seen in “donkey kong”,very_hard
rubble,bone,dinosaur,club,seen in “the flintstones”,very_hard
twins,hedge maze,typewriter,axe,seen in “the shining”,very_hard
chicken,tractor,farmer,barn,seen on a farm,medium
club,hole,cart,tee,seen on a golf course,hard
candlestick,placemat,plate,pitcher,seen on a table at a dinner party,medium
eagle,washington,seal,pyramid,seen on a u.s. dollar bill,hard
torch,shield,eagle,monticello,seen on backs of u.s. coins,very_hard
rose,card,heart,chocolate,seen on valentine’s day,hard
bin,metal detector,carry-on,x-ray,seen while going through airport security,hard
cycle,phase,stage,round,segment of a process,easy
mark,check,x,tick,"select, as a box on a form",hard
touch,smell,taste,sight,senses,easy
part,fork,split,divide,separate,hard
series,streak,run,string,sequence,easy
chain,string,train,series,sequence,medium
zodiac,psycho,monster,seven,serial killer movies,hard
thread,chain,conversation,chat,series of messages,medium
solid,tangible,firm,concrete,"set, as plans",medium
med,off,lo,hi,settings on an appliance knob,very_hard
happy,bashful,grumpy,doc,seven dwarfs,easy
sleep,grump,dope,do,seven dwarfs minus last letter,very_hard
jet,sable,raven,ebony,shades of black,hard
raven,charcoal,jet,onyx,shades of black,hard
powder,baby,ice,sky,shades of blue,easy
royal,powder,baby,midnight,shades of blue,medium
olive,forest,kelly,emerald,shades of green,hard
lime,pea,hunter,olive,shades of green,medium
bottle,forest,mint,kelly,shades of green,medium
maroon,ruby,rose,brick,shades of red,easy
ruby,brick,cherry,cherry,shades of red,easy
gold,canary,mustard,lemon,shades of yellow,easy
viola,juliet,duncan,puck,shakespeare characters,hard
wilt,art,anon,thou,shakespearean words,very_hard
nerve,gall,cheek,brass,shameless boldness,easy
circle,horseshoe,triangle,pitchfork,shapes of capital greek letters,very_hard
collective,mutual,joint,common,shared,easy
tack,pin,brad,nail,sharp fasteners,hard
spine,barb,needle,bristle,sharp protrusion,easy
bite,spice,edge,punch,sharp quality,hard
hairpin,dogleg,zag,switchback,sharp turns,medium
resolution,detail,definition,clarity,"sharpness, as of an image",medium
steer,direct,lead,guide,shepherd,medium
