word1,word2,word3,word4,category,difficulty
SAVANNA,CLIFF,BROOK,DALE,NATURAL FEATURES,medium
LIGHTNING,FIRE,VOLCANO,SUN,NATURAL PRODUCERS OF HEAT,very_hard
KOBE,BIRD,CURRY,MAGIC,"NBA LEGENDS, FAMILIARLY",hard
SUN,THUNDER,KING,MAGIC,NBA PLAYERS,medium
BUCKS,NETS,JAZZ,HEAT,NBA TEAMS,medium
SCOOP,BOAT,V,CREW,NECKLINES,medium
ASCOT,TIE,SCARF,BOLO,NECKWEAR,easy
DROP CLOTH,ROLLER,PAINT,TAPE,NEEDS FOR PAINTING A ROOM,medium
DICE,SCORECARD,PENCIL,CUP,NEEDS FOR PLAYING YAHTZEE,medium
ENVELOPE,NAME,STAMP,ADDRESS,NEEDS FOR SENDING A LETTER,medium
RUBBER BANDS,BASIN,DYE,SHIRT,NEEDS FOR TIE-DYEING A SHIRT,medium
JITTER,BUTTERFLY,WILLY,NERVE,"NERVOUSNESS, IN THE SINGULAR",hard
THOUGH,HOWEVER,STILL,YET,NEVERTHELESS,easy
GOODEN,STRAWBERRY,PIAZZA,SEAVER,NEW YORK METS LEGENDS,hard
NET,MET,RANGER,JET,NEW YORK SPORTS TEAM MEMBERS,hard
WIRE,FLASH,BULLETIN,REPORT,NEWS ANNOUNCEMENT,easy
LEDE,DATELINE,PHOTO,CAPTION,NEWS ARTICLE FEATURES,hard
COPY,SPORTS,CITY,CULTURE,NEWSPAPER DESKS,hard
COLUMNIST,PHOTOGRAPHER,REPORTER,EDITOR,NEWSPAPER JOBS,easy
GLOBE,MIRROR,POST,SUN,NEWSPAPER NAMES,hard
CHRONICLE,REGISTER,HERALD,SUN,NEWSPAPER NAMES,medium
ARTS,BUSINESS,COMICS,SPORTS,NEWSPAPER SECTIONS,easy
BUSINESS,NATIONAL,OPINION,STYLE,NEWSPAPER SECTIONS,medium
POST,GLOBE,SUN,JOURNAL,NEWSPAPERS,hard
HEART,NUCLEUS,HUB,CENTER,NEXUS,medium
PACKER,RAVEN,COWBOY,BRONCO,NFL PLAYERS,easy
COMMANDER,BILL,BEAR,BROWN,NFL PLAYERS,very_hard
MONIKER,DESIGNATION,HANDLE,SOBRIQUET,NICKNAME,medium
DRINK,DEEP,BRINY,BLUE,"NICKNAMES FOR THE SEA, WITH “THE”",very_hard
SUE,JOSH,CHUCK,ROB,NICKNAMES THAT ARE VERBS,very_hard
BILL,TOM,PAT,BOB,NICKNAMES THAT HAVE OTHER MEANINGS,very_hard
CLUB,LOUNGE,BAR,DISCO,NIGHTSPOTS,easy
OWL,MOTH,WOLF,BAT,NOCTURNAL ANIMALS,medium
ROW,RACKET,CLATTER,RUCKUS,NOISY DISTURBANCE,medium
PLASTIC,CREDIT,CHARGE,CARD,NON-CASH WAY TO PAY,hard
BALONEY,BULL,RUBBISH,BUNK,NONSENSE,easy
BALONEY,TRIPE,BULL,BUNK,NONSENSE,hard
BUNK,CROCK,BALONEY,TRIPE,NONSENSE,medium
MEAN,PAR,AVERAGE,STANDARD,NORM,easy
SUCK,STINK,BITE,BLOW,NOT BE GOOD,medium
BUT,BESIDES,SAVE,EXCEPT,NOT INCLUDING,medium
GONE,MIA,ELSEWHERE,ABSENT,NOT PRESENT,easy
UNEVEN,RUGGED,ROUGH,BUMPY,"NOT SMOOTH, AS TERRAIN",easy
BUGGY,SPOTTY,ERRATIC,GLITCHY,NOT WORKING RELIABLY,easy
SPECIAL,PILOT,FINALE,PREMIERE,NOTABLE TV EPISODES,very_hard
ION,SHIP,NESS,DOM,NOUN SUFFIXES,hard
LIBERTY,LIFE,HAPPINESS,PURSUIT,NOUNS FROM A FAMOUS LINE IN THE DECLARATION OF INDEPENDENCE,medium
PLAN,CANAL,PANAMA,MAN,NOUNS IN A FAMOUS PALINDROME,hard
HANDFUL,PEST,PAIN,BOTHER,NUISANCE,medium
TOW,EON,ETHER,NET,NUMBER ANAGRAMS,very_hard
WON,ATE,TOO,FOR,NUMBER HOMOPHONES,very_hard
451,2001,"20,000",22,NUMBERS IN BOOK TITLES,very_hard
SOUR,SIGHT,SEN,SINE,NUMBERS WITH FIRST LETTERS REPLACED BY “S”,very_hard
AUDIO,GAMES,NEWS,COOKING,NYT OFFERINGS,medium
HOLDER,REST,BASE,STAND,OBJECT USED FOR SUPPORT,hard
AEGIS,PANDORA’S BOX,APPLE OF DISCORD,GOLDEN FLEECE,OBJECTS FROM GREEK MYTH,medium
POINT,LINE,SOLID,PLANE,"OBJECTS IN 0-, 1-, 2- AND 3-DIMENSIONAL SPACE",medium
LINE,PLANE,POINT,SOLID,"OBJECTS IN 0-, 1-, 2- AND 3-DIMENSIONAL SPACE",very_hard
WASHBOARD,SAW,SPOONS,JUG,OBJECTS PLAYED AS INSTRUMENTS,hard
BASEBALL GLOVE,CAN OPENER,GOLF CLUB,GUITAR,OBJECTS THAT MAY BE RIGHT- OR LEFT-HANDED,very_hard
CHIP,PHONE,WAVE,SCOPE,OBJECTS WITH THE PREFIX “MICRO-”,very_hard
STOP,BLOCK,CLOG,JAM,OBSTRUCT,medium
BAG,SNAG,LAND,SECURE,OBTAIN,hard
WIN,GET,SCORE,LAND,OBTAIN,hard
CLEAR,PRONOUNCED,MARKED,STRIKING,OBVIOUS,hard
PRAYER,PROPOSAL,DUBBING,APOLOGY,OCCASIONS WHEN ONE MIGHT KNEEL,hard
SMITH,MILLER,MASON,FISHER,OCCUPATIONAL SURNAMES,medium
DRIFT,CURRENT,WAVE,TIDE,OCEAN PHENOMENA,medium
BIG,POPULAR,HOT,IN,OF-THE-MOMENT,easy
DIGRESSION,TANGENT,DETOUR,ASIDE,OFF-TOPIC REMARKS,easy
VANILLA,IVORY,EGGSHELL,CREAM,OFF-WHITE SHADES,easy
APPROVAL,CONSENT,SUPPORT,BLESSING,OFFICIAL SANCTIONING,easy
MAXIM,CHESTNUT,SAW,ADAGE,OLD SAYING,easy
NUMBERS,JUDGES,JOB,DANIEL,OLD TESTAMENT BOOKS,hard
STUFFY,TRADITIONAL,STRAIGHT,SQUARE,OLD-FASHIONED,hard
WALL STREET,NIXON,PLATOON,JFK,OLIVER STONE MOVIES,hard
BREAKING,SURFING,TAEKWONDO,TRAMPOLINE,OLYMPIC EVENTS SINCE 2000,hard
TRAMPOLINE,HOCKEY,BREAKING,SKELETON,OLYMPIC SPORTS,hard
BOX,PLATE,BASE,MOUND,ON A BASEBALL FIELD,very_hard
LEVEL,FLAT,FLUSH,EVEN,ON THE SAME PLANE,hard
PAWN,PUPPET,INSTRUMENT,TOOL,ONE BEING MANIPULATED,medium
BUCK,SMACKER,SINGLE,CLAM,ONE DOLLAR,medium
AVIATOR,FLIER,ACE,PILOT,ONE FLYING AN AIRPLANE,medium
MONTH,JUROR,DONUT,ROSE,ONE IN A DOZEN,medium
EGG,MONTH,JUROR,ROSE,ONE IN A DOZEN,very_hard
DONUT,MONTH,JUROR,INCH,ONE IN A GROUP OF TWELVE,hard
VOLUNTEER,GUINEA PIG,PARTICIPANT,SUBJECT,ONE IN A RESEARCH STUDY,medium
SISTER,DEADLY SIN,CONTINENT,WONDER,ONE IN A SEPTET,medium
AGENT,PLANT,SPY,MOLE,ONE INVOLVED IN ESPIONAGE,hard
TRAIN,CHAIN,STRING,SERIES,ONE THING AFTER ANOTHER,easy
HOT DOG,PEACOCK,HAM,SHOWBOAT,ONE WHO LIKES SHOWING OFF,hard
PRINCIPAL,HEADLINER,STAR,LEAD,ONE WITH TOP BILLING,easy
GUSHER,OCHER,KENYA,PELVIS,ONE-NAMED SINGER PLUS STARTING LETTER,very_hard
MOTHER,PRESIDENT,SAINT PATRICK,SAINT VALENTINE,ONES CELEBRATED WITH HOLIDAYS,medium
BOXER,MONK,JUDGE,WIZARD,ONES WEARING ROBES,hard
CONNOISSEUR,CRITIC,EXPERT,SNOB,ONES WITH DISCERNING TASTES,hard
DEVIL,ELF,BATMAN,VULCAN,ONES WITH POINTY EARS,hard
FORMER,PRIOR,PAST,LATE,ONETIME,medium
CHARACTER,MAKEUP,NATURE,FIBER,ONE’S CONSTITUTION,medium
INFLUENCER,AMBASSADOR,MODEL,STREAMER,ONLINE PERSONALITY,very_hard
THUD,PLOP,SPLASH,BANG,ONOMATOPOEIA,very_hard
BIRTH,START,DAWN,CREATION,ONSET,easy
JUICE,FIRE,ZIP,ENERGY,OOMPH,hard
COURT,YARD,SQUARE,PLAZA,OPEN SPACE,easy
WORKING,ACTIVE,FUNCTIONAL,RUNNING,OPERATING,easy
BREAK,TIME,SHOT,CHANCE,OPPORTUNITY,medium
SHOT,TURN,CHANCE,OPENING,OPPORTUNITY,medium
TRIM,TIDY,CLEAN,NEAT,ORDERLY,easy
VANILLA,PLAIN,STANDARD,NORMAL,ORDINARY,easy
TONGUE,TRIPE,HEART,GIZZARD,ORGAN MEATS,medium
HEARTH,LUNGE,SKINK,COLONY,ORGAN PLUS A LETTER,very_hard
PARTY,TEAM,GROUP,CLUB,ORGANIZATION,easy
TREE,CHAIN,PYRAMID,LADDER,"ORGANIZATIONAL STRUCTURES, METAPHORICALLY",very_hard
KIDNEY,LUNG,HEART,LIVER,ORGANS,medium
N.F.L.,NASA,PARAMOUNT,SUBARU,ORGS WITH STARS IN THEIR LOGOS,hard
GENESIS,SEED,GERM,SOURCE,ORIGIN,easy
ROOT,CRADLE,FONT,SOURCE,ORIGIN,hard
THIMBLE,BOOT,IRON,TOP HAT,ORIGINAL MONOPOLY TOKENS,hard
RUFFLE,TRIM,FRILL,FRINGE,ORNAMENTAL BORDER,medium
BRIDGES,PHOENIX,WASHINGTON,IRONS,OSCAR-WINNING ACTORS,very_hard
GARISH,BRIGHT,FLASHY,LOUD,"OSTENTATIOUS, AS AN OUTFIT",easy
MATE,COMPLEMENT,MATCH,PARTNER,OTHER HALF,medium
BETTER,TOP,ECLIPSE,SURPASS,OUTDO,easy
FESTIVAL,TAILGATE,PICNIC,BLOCK PARTY,OUTDOOR EVENTS,medium
FRANK,VOCAL,LOUD,DIRECT,OUTSPOKEN,easy
TIMER,BROIL,BAKE,LIGHT,OVEN BUTTONS,hard
CORN,CHEESE,PAP,MUSH,OVERLY SENTIMENTAL WORK,hard
BORE,HELD,POSSESSED,HAD,OWNED,easy
SQUIRREL,STORE,STASH,STOW,PACK (AWAY) FOR FUTURE USE,easy
DENSE,THICK,TIGHT,COMPACT,PACKED,medium
CONTACT,LOGIN,ABOUT,HOME,PAGES ON A WEBSITE,hard
PEARL,MATTE,GLOSS,EGGSHELL,PAINT FINISHES,hard
WHISTLER,MUNCH,BACON,CLOSE,PAINTERS,hard
PALETTE,EASEL,CANVAS,BRUSH,PAINTING ACCESSORIES,easy
SKI POLES,KNITTING NEEDLES,CHOPSTICKS,CLAVES,PAIRS OF RODS,medium
BIB,EYE,POP,GAG,PALINDROMES,hard
ABBA,KAYAK,NUN,STATS,PALINDROMES,medium
KAYAK,OTTO,HANNAH,LEVEL,PALINDROMES,very_hard
NATAN,EVE,RACECAR,MOM,PALINDROMES,very_hard
REFER,TENET,LEVEL,PEP,PALINDROMES FEATURING “E”,medium
TREE,SUNDAY,READER,BEACH,PALM ___,very_hard
SHEET,PAGE,LEAF,FOLIO,PAPER IN A BOOK,medium
CLIP,TIGER,TRAIL,TOWEL,PAPER ___,very_hard
CLASSIC,MODEL,TEXTBOOK,DEFINITIVE,PARADIGMATIC,hard
BENCH,TREE,STATUE,PIGEON,PARK STAPLES,hard
SPIN,ANGLE,SLANT,BIAS,PARTIALITY,easy
BOX,FENCE,DIVE,ROW,PARTICIPATE IN SUMMER OLYMPIC EVENTS,medium
SHRED,CRUMB,MORSEL,GRAIN,PARTICLE,medium
BACKBOARD,NET,RIM,POLE,PARTS OF A BASKETBALL HOOP,hard
TRAILER,AXLES,HITCH,TRACTOR,PARTS OF A BIG RIG,hard
SADDLE,PEDAL,CHAIN,WHEEL,PARTS OF A BIKE,medium
SPINE,COVER,PAGE,JACKET,PARTS OF A BOOK,easy
SPINE,JACKET,PAGE,COVER,PARTS OF A BOOK,hard
SPINE,LEAVES,COVER,JACKET,PARTS OF A BOOK,medium
TIRE,TRUNK,HOOD,BUMPER,PARTS OF A CAR,easy
BELT,WHEEL,MIRROR,HORN,PARTS OF A CAR,medium
WHEEL,SHOCK,TANK,DASH,"PARTS OF A CAR, INFORMALLY",hard
BERET,BADGE,SASH,SKIRT,PARTS OF A CLASSIC GIRL SCOUT UNIFORM,hard
LIBRARY,CAFETERIA,DORM,QUAD,PARTS OF A COLLEGE CAMPUS,easy
INSURANCE,VACATION,SALARY,BONUS,PARTS OF A COMPENSATION PACKAGE,easy
GOATEE,PITCHFORK,TAIL,HORNS,PARTS OF A DEVIL COSTUME,hard
HINGE,FRAME,HANDLE,LOCK,PARTS OF A DOOR,very_hard
TOUCHDOWN,TAKEOFF,TAXI,CRUISE,PARTS OF A FLIGHT,medium
SOLE,ARCH,BALL,HEEL,PARTS OF A FOOT,easy
CRAG,LEDGE,CLIFF,RIDGE,PARTS OF A MOUNTAIN,hard
SPEAKER,TURNTABLE,AMP,PREAMP,PARTS OF A RECORD PLAYER SETUP,easy
DELTA,BANK,MOUTH,BED,PARTS OF A RIVER,easy
SHOULDER,DIVIDER,LANE,MEDIAN,PARTS OF A ROAD,hard
DECK,ANCHOR,BRIDGE,AFT,PARTS OF A SHIP,hard
BOW,MAST,DECK,FORE,PARTS OF A SHIP,hard
SOLE,HEEL,UPPER,TONGUE,PARTS OF A SHOE,easy
BRIDGE,CHORUS,HOOK,REFRAIN,PARTS OF A SONG,easy
FORK,PLATE,NAPKIN,GLASS,PARTS OF A TABLE SETTING,easy
CHAIN,FLAPPER,FLOAT,HANDLE,PARTS OF A TOILET TANK,hard
PULP,ROOT,ENAMEL,CROWN,PARTS OF A TOOTH,hard
BRACKET,ROUND,BYE,SEED,PARTS OF A TOURNAMENT SETUP,medium
ROOT,TRUNK,LEAF,BRANCH,PARTS OF A TREE,easy
STRAP,HAND,DIAL,CROWN,PARTS OF A WATCH,medium
BANNER,MENU,HEADER,SIDEBAR,PARTS OF A WEBSITE,medium
HUB,SPOKE,RIM,TIRE,PARTS OF A WHEEL,easy
ROBE,STAFF,HAT,BEARD,PARTS OF A WIZARD COSTUME,medium
NOSE,ENGINE,WING,CABIN,PARTS OF AN AIRPLANE,hard
HANGAR,RUNWAY,TERMINAL,TARMAC,PARTS OF AN AIRPORT,easy
HALO,ROBE,WINGS,HARP,PARTS OF AN ANGEL COSTUME,medium
PICKUP,FRET,PEG,STRING,PARTS OF AN ELECTRIC GUITAR,hard
WHIP,FEDORA,SATCHEL,BOMBER,PARTS OF AN INDIANA JONES COSTUME,hard
RIND,STEM,SEED,CORE,PARTS OF FRUIT YOU MIGHT NOT EAT,hard
DRUM,HAMMER,CANAL,ANVIL,PARTS OF THE EAR,medium
IRIS,CONE,LENS,PUPIL,PARTS OF THE EYE,medium
DUD,DRIP,BORE,DRAG,PARTY POOPER,easy
BAR,TORCH,TIME,BUCK,PASS THE ___,very_hard
EXTREME,INTENSE,DEEP,FIERCE,"PASSIONATE, AS A FEELING",easy
RIBBON,ELBOW,WHEEL,EAR,PASTA SHAPES,hard
BOWTIE,SPIRAL,SHELL,ELBOW,PASTA SHAPES,medium
BOWTIE,WHEEL,ELBOW,TUBE,PASTA SHAPES,very_hard
HONEYCOMB,CHECKERS,STRIPES,CAMO,PATTERNS,hard
PAISLEY,STRIPES,PLAID,HOUNDSTOOTH,PATTERNS,medium
PONY,ANTE,SETTLE,COUGH,"PAY, WITH “UP”",hard
MASTERPIECE,NOVA,NATURE,FRONTLINE,PBS SHOWS,hard
COAT,POD,GREEN,SOUP,PEA ___,very_hard
SWELL,DANDY,FINE,DUCKY,PEACHY,easy
NIFTY,SUPER,NEAT,SWELL,PEACHY KEEN,easy
OFF,WEIRD,CURIOUS,FUNNY,PECULIAR,easy
LEVY,BUTLER,BLOOM,GUTHRIE,PEOPLE WHOSE FIRST NAMES ARE U.S. CITIES,very_hard
CATCH,CLOCK,REGISTER,NOTICE,PERCEIVE,easy
OBSERVE,CATCH,NOTICE,SEE,PERCEIVE,medium
RATTLE,DRUM,TRIANGLE,BELL,PERCUSSION INSTRUMENTS,easy
PUNCH,POKE,PIERCE,BORE,PERFORATE,medium
TANK,FLAIL,FLOUNDER,FLOP,PERFORM POORLY,medium
ACE,NAIL,ROCK,CRUSH,PERFORM WELL ON,hard
STAND-UP,SINGER,DANCER,ACTOR,PERFORMING ARTISTS,easy
AGE,DAY,TIME,ERA,PERIOD,hard
AS,K,BE,I,PERIODIC TABLE SYMBOLS,hard
FE,HE,,NI,PERIODIC TABLE SYMBOLS,very_hard
EDGE,BORDER,FRINGE,SKIRT,PERIPHERY,easy
HOLD,STAY,LAST,STAND,PERSIST,easy
CHAIR,DIRECTOR,CHIEF,HEAD,PERSON IN CHARGE,easy
NAIL FILE,BRUSH,TWEEZERS,MIRROR,PERSONAL GROOMING ITEMS,easy
EFFECT,GOOD,BELONGING,POSSESSION,PERSONAL PROPERTY MINUS “S”,very_hard
ANGLE,BENT,LENS,POINT OF VIEW,PERSPECTIVE,easy
NAG,HOUND,BUG,BADGER,PESTER,easy
RIDE,BADGER,BUG,HARRY,PESTER,hard
NAGS,HOUNDS,BUGS,BADGERS,PESTERS,easy
PAN,RABBIT,PIPER,PARKER,PETER ___,very_hard
CAMPAIGN,PRESS,APPEAL,LOBBY,PETITION (FOR),hard
MELTING,CONDENSATION,VAPORIZATION,FREEZING,PHASE TRANSITIONS FOR LIQUIDS,medium
RUSTLE,MARKS,LOCK,PANE,PHILOSOPHER HOMOPHONES,very_hard
SERVICE,SIGNAL,RECEPTION,BARS,PHONE CONNECTIVITY,medium
STRESS,RHYTHM,INTONATION,LOUDNESS,PHONETIC ELEMENTS OF SPEECH,very_hard
SNAP,PIC,SHOT,STILL,PHOTO,easy
EYEDROPPER,ERASER,MAGIC WAND,LASSO,PHOTOSHOP TOOLS,hard
CATCH,SEE,SPOT,NOTE,PICK UP ON,medium
COOLER,UTENSILS,BASKET,BLANKET,PICNIC ACCESSORIES,medium
ICON,SYMBOL,CHARACTER,GLYPH,PICTOGRAPH,medium
HANGER,HAMMER,LEVEL,NAIL,PICTURE HANGING NEEDS,hard
OLIVE BRANCH,ARROWS,EAGLE,SHIELD,PICTURED ON THE U.S. GREAT SEAL,medium
BREAST,WING,TENDER,DRUMSTICK,PIECES OF CHICKEN,easy
CHAIR,TABLE,BED,COUCH,PIECES OF FURNITURE,easy
PUCK,BALL,STONE,BIRDIE,PIECES OF OLYMPIC SPORTS EQUIPMENT,hard
BRACE,SUPPORT,PROP,POST,PILLAR,medium
STEER,DIRECT,GUIDE,LEAD,PILOT,medium
FLIPPER,PLUNGER,BALL,BUMPER,PINBALL MACHINE COMPONENTS,hard
FILTER,TAMPER,PIPE CLEANER,LIGHTER,PIPE-SMOKING ACCESSORIES,hard
ZEST,KICK,PUNCH,ZING,PIQUANCY,easy
ZIP,BITE,TANG,KICK,PIQUANCY,hard
BRAVE,COCO,UP,CARS,PIXAR MOVIES,hard
RACECAR,GRUMPY OLD MAN,TALKING DOLL,CLOWNFISH,PIXAR PROTAGONISTS,hard
PORT,JACK,OUTLET,SOCKET,PLACE TO PLUG SOMETHING IN,medium
VAULT,CHEST,COFFER,SAFE,PLACE TO STORE VALUABLES,medium
PUT,LAID,SAT,PLACED,PLACED DOWN,hard
TEMPLE,SHRINE,RELIQUARY,ALTAR,PLACES FOR WORSHIP,easy
CHAMPAGNE,NICE,TOURS,DIJON,PLACES IN FRANCE,hard
NICE,ANGERS,REUNION,CHAMPAGNE,PLACES IN FRANCE,very_hard
WALL STREET,CHINATOWN,DUMBO,MANHATTAN,PLACES IN NEW YORK CITY,easy
GULF,CHEVRON,SHELL,7-ELEVEN,PLACES THAT SELL GAS,hard
WALLET,ATM,TIP JAR,CASH REGISTER,PLACES TO FIND PAPER MONEY,easy
RED CARPET,AMERICAN FLAG,UBER RATING,GALAXY,PLACES TO FIND STARS,hard
WEB,NET,SNARE,TANGLE,PLACES TO GET TRAPPED,easy
ROCKER,SWING,HAMMOCK,CRADLE,PLACES TO LIE/SIT THAT MOVE,hard
OUTLET,MARKET,MALL,OUTLET,PLACES TO SHOP,easy
STORE,BAZAAR,MARKET,FAIR,PLACES TO SHOP,easy
LAND,WORLD,CITY,TOWN,PLACES USED IN RETAIL SUFFIXES,medium
GYM,COURTROOM,PARK,DUGOUT,PLACES WITH BENCHES,very_hard
BOWLING ALLEY,HIGHWAY,SUPERMARKET,SWIMMING POOL,PLACES WITH LANES,medium
GENUS,CARS,DARTH,BLUTO,PLANETS/DWARF PLANET WITH FIRST LETTER CHANGED,very_hard
SPROUT,BUD,BLOOM,SHOOT,PLANT GROWTHS,medium
ANISE,FENNEL,LICORICE,TARRAGON,PLANTS WITH SIMILAR FLAVORS,medium
TRICK,FOOL,PRANK,PUNK,PLAY A JOKE ON,medium
GROOVE,ROCK,SHRED,JAM,PLAY MUSIC WITH PASSION,medium
SOLO,JAM,SHRED,NOODLE,PLAY SOME ELECTRIC GUITAR,medium
DATE,DOH,DIRTY,DEAD,PLAY ___,very_hard
KID,RIB,TEASE,JOSH,PLAYFULLY BOTHER,easy
KID,TEASE,RIB,NEEDLE,PLAYFULLY POKE FUN AT,easy
SWINGS,SLIDE,TEETER-TOTTER,MONKEY BARS,PLAYGROUND EQUIPMENT,easy
SWING,SANDBOX,SLIDE,SEESAW,PLAYGROUND FIXTURES,easy
TAG,HIDE,DODGE,HOP,PLAYGROUND VERBS,medium
SPADE,HEART,DIAMOND,CLUB,PLAYING CARD SUITS,easy
JACK,KINGS,ACE,QUEENS,PLAYING CARDS,easy
KING,JACKS,ACES,QUEEN,PLAYING CARDS,easy
SCENT,FRAGRANCE,BOUQUET,AROMA,PLEASANT SMELLS,easy
SNAKE,PIPE,WRENCH,PLUNGER,PLUMBING EQUIPMENT,medium
SACK,RAID,ROB,LOOT,PLUNDER,easy
BOOTY,LOOT,SWAG,SPOILS,PLUNDER,very_hard
SHEEP,SQUID,DEER,SHRIMP,PLURAL ANIMALS IDENTICAL TO THEIR SINGULAR FORMS,hard
DICE,MICE,LICE,OXEN,PLURAL WORDS THAT ARE VERY DIFFERENT FROM THEIR SINGULAR FORMS,very_hard
UP FIRST,RADIOLAB,WTF,SERIAL,PODCASTS,hard
METER,VERSE,LINE,RHYME,POETRY TERMS,hard
POSITION,PERSPECTIVE,LENS,ANGLE,POINT OF VIEW,medium
CALL,CHECK,RAISE,FOLD,POKER ACTIONS,hard
FOLD,CALL,CHECK,BET,POKER ACTIONS,medium
BONES,ELEMENTARY,KOJAK,MONK,POLICE PROCEDURALS,hard
RELATIONS,CONGRESS,COMMERCE,INTIMACY,POLITE TERMS FOR SEX,medium
NOODLE,MUSE,REFLECT,DELIBERATE,PONDER,hard
GRANDE,MARS,STYLES,SWIFT,POP MEGASTARS,easy
MAR,KEY,STYLE,SPEAR,POP SINGERS MINUS “S”,very_hard
KETTLE,STOVETOP,MICROWAVE,POPPER,POPCORN-MAKING METHODS,hard
SHARE,PIECE,TAKE,CUT,PORTION OF PROFIT,hard
FOR,PRO,AYE,YEA,POSITIONS IN FAVOR,easy
BOOT,TOW,TICKET,POINTS,POSSIBLE RESULTS OF A TRAFFIC VIOLATION,hard
STALL,PUNT,HOLD,TABLE,POSTPONE,very_hard
STICKER,BELLY,HOLE,LUCK,POT___,very_hard
WING,BREAST,TENDER,THIGH,POULTRY CUTS,easy
TENDER,WING,BREAST,THIGH,POULTRY CUTS,medium
OUTAGE,SHORT,SURGE,SPIKE,POWER ISSUES,medium
RANGER,NAP,PLANT,TRIP,POWER ___,very_hard
FEATHER,MUSHROOM,FLOWER,STAR,POWER-UPS IN SUPER MARIO WORLD,very_hard
TOILET PAPER,MOON,EGG,STREAK,PRANK VERBS,very_hard
JABBER,CHAT,GAB,BLATHER,PRATTLE ON,medium
CUSP,EVE,BRINK,VERGE,PRECIPICE,easy
MESS,FIX,PICKLE,JAM,PREDICAMENT,easy
FIX,HOLE,SPOT,CORNER,PREDICAMENT,hard
BINDS,JAMS,SPOTS,PICKLES,PREDICAMENTS,hard
FORECAST,DIVINE,READ,CALL,PREDICT,hard
HYPER,OVER,SUPER,EXTRA,PREFIX MEANING “VERY”,easy
PRO,SUB,SUPER,RETRO,PREFIXES,hard
DEMO,AUTO,BUREAU,PLUTO,PREFIXES WITH -CRACY,very_hard
CURES,SMOKES,SALTS,CANS,"PRESERVES, AS MEAT",medium
RUN,DIRECT,LEAD,CHAIR,PRESIDE OVER,medium
CHESTER,HARRY,CALVIN,GROVER,PRESIDENTIAL FIRST NAMES,hard
LINCOLN,FORD,GRANT,WILSON,PRESIDENTS,easy
IMAGINE,THINK,FIGURE,SUSPECT,PRESUME,easy
AFFECT,CHARADE,FRONT,AIRS,PRETENSE,medium
GOOD,PENNY,PLEASE,WOMAN,PRETTY ___,very_hard
POKE,STICK,JAB,PIERCE,PRICK,easy
FIRST,CHIEF,PRINCIPAL,MAIN,PRIMARY,medium
GIBBON,BONOBO,GORILLA,BABOON,PRIMATES,medium
BULLETIN,ANNOUNCEMENT,NOTICE,POSTER,PRINTED NOTIFICATION,easy
TEAM,NUMBER,COLLEGE,POSITION,PRO ATHLETE DATA,hard
UNDERTAKER,HITMAN,ROCK,SNAKE,"PRO WRESTLING ICONS, WITH “THE”",hard
CARAVAN,PARADE,TRAIN,FLEET,PROCESSION,easy
RESERVE,SECURE,BOOK,CHARTER,PROCURE IN ADVANCE,medium
CONE,POLLEN,ACORN,SAP,PRODUCED BY TREES,easy
LINE,TRADE,FIELD,BUSINESS,PROFESSION,hard
RUBY,JAVA,BASIC,PYTHON,PROGRAMMING LANGUAGES,hard
DRAG,INCH,CREEP,CRAWL,PROGRESS SLOWLY,easy
DENY,FORBID,BAN,BLOCK,PROHIBIT,medium
DENY,BAR,REFUSE,BLOCK,"PROHIBIT, AS ENTRY",easy
CAGE,BACON,FORD,CRUISE,PROLIFIC ACTORS,hard
SELL,MARKET,PITCH,HYPE,PROMOTE,easy
HERE,WEE,THEME,USE,PRONOUN PLUS “E”,very_hard
I,YOU,THEY,ME,PRONOUNS,medium
US,WE,IT,THEM,PRONOUNS,medium
HOP,LEAP,JUMP,SPRING,PROPEL INTO THE AIR,easy
JAZZERCISE,PARALYMPICS,POKÉMON,WIKIPEDIA,PROPER NOUN PORTMANTEAUX,hard
JOHN MALKOVICH,LAS VEGAS,PRIVATE RYAN,AMY,PROPER NOUNS AFTER GERUNDS IN '90S MOVIE TITLES,very_hard
YANKEES,KATE,BIRDIE,DOLLY,PROPER NOUNS IN BROADWAY MUSICAL TITLES THAT ARE SPOKEN PHRASES,hard
DONUT,PACIFIER,SKATEBOARD,SAXOPHONE,PROPS FOR CHARACTERS ON “THE SIMPSONS”,hard
PAD,BUFFER,SHIELD,CUSHION,PROTECTIVE BARRIER,medium
SKIN,SHELL,SCALES,BARK,PROTECTIVE COVERINGS IN NATURE,medium
MILK,GUTS,BEANS,TEA,PROVERBIAL THINGS THAT ARE SPILLED,very_hard
HORNETS’ NEST,CAN,TIRES,HABIT,PROVERBIAL THINGS TO KICK,hard
EXPLAIN,EXPAND,SPECIFY,ELABORATE,PROVIDE MORE DETAILS,medium
CHARACTER,IMAGE,REPUTATION,NAME,PUBLIC STANDING,medium
EXPOSURE,PRESS,ATTENTION,COVERAGE,PUBLICITY,easy
COPY,WORDS,WRITING,TEXT,PUBLISHED LINES,medium
YANK,JERK,WRENCH,TUG,PULL,medium
YANK,TEAR,WRENCH,RIP,PULL USING FORCE,easy
SOCK,SLUG,BLOW,BELT,PUNCH,easy
POUND,SOCK,POP,SLUG,PUNCH,medium
HYPHEN,PERIOD,DASH,COLON,PUNCTUATION MARKS,medium
