Word,Category,Difficulty
WINGS,FOOD NAMED AFTER CITIES,2
ROLLER,NEEDS FOR PAINTING A ROOM,1
KENTUCKY,___ DERBY,3
SPROUTS,FOOD NAMED AFTER CITIES,2
TRIFECTA,TRIO OF SPORTS ACHIEVEMENTS,0
DEMOLITION,___ DERBY,3
TAPE,NEEDS FOR PAINTING A ROOM,1
THREEPEAT,TRIO OF SPORTS ACHIEVEMENTS,0
CHEESESTEAK,FOOD NAMED AFTER CITIES,2
SWELL,"INCREASE, IN A WAY",1
FRILL,DECORATIVE EDGE,0
BIKINI,STRING ___,3
WAX,"INCREASE, IN A WAY",1
TRIM,DECORATIVE EDGE,0
CHEESE,STRING ___,3
NEAT,SPECIFICATIONS FOR A BARTENDER,2
BORDER,DECORATIVE EDGE,0
GROW,"INCREASE, IN A WAY",1
DRY,SPECIFICATIONS FOR A BARTENDER,2
BEAN,STRING ___,3
VIRGIN,SPECIFICATIONS FOR A BARTENDER,2
THEORY,STRING ___,3
STRAIGHT,SPECIFICATIONS FOR A BARTENDER,2
FRINGE,DECORATIVE EDGE,0
MOUNT,"INCREASE, IN A WAY",1
IMPORT,SIGNIFICANCE,1
THING,"SCI-FI MOVIES, WITH “THE”",3
GRAVITY,SIGNIFICANCE,1
START,ACTIONS IN FANTASY SPORTS,2
BANK,AREA OF HIGH GROUND,0
TRADE,ACTIONS IN FANTASY SPORTS,2
MATRIX,"SCI-FI MOVIES, WITH “THE”",3
DUNE,AREA OF HIGH GROUND,0
WEIGHT,SIGNIFICANCE,1
ABYSS,"SCI-FI MOVIES, WITH “THE”",3
DRAFT,ACTIONS IN FANTASY SPORTS,2
MOUND,AREA OF HIGH GROUND,0
HILL,AREA OF HIGH GROUND,0
BENCH,ACTIONS IN FANTASY SPORTS,2
FLY,"SCI-FI MOVIES, WITH “THE”",3
SUBSTANCE,SIGNIFICANCE,1
QUALITY,___ CONTROL,3
BIRTH,___ CONTROL,3
HOUSE,ITEMS IN A MONOPOLY BOX,2
PLANT,EMBED,1
REMOTE,___ CONTROL,3
LODGE,EMBED,1
HYBRID,COMPOSITE,0
COMPOUND,COMPOSITE,0
CROSS,COMPOSITE,0
CRUISE,___ CONTROL,3
STICK,EMBED,1
HOTEL,ITEMS IN A MONOPOLY BOX,2
TOKEN,ITEMS IN A MONOPOLY BOX,2
BLEND,COMPOSITE,0
WEDGE,EMBED,1
DEED,ITEMS IN A MONOPOLY BOX,2
PLAY,ACTIONS IN CARD GAMES,2
JUSTICE,CABINET DEPARTMENTS,3
THROW,BEDDING,1
ENERGY,CABINET DEPARTMENTS,3
HONOR,"MAKE GOOD ON, AS A PROMISE",0
PASS,ACTIONS IN CARD GAMES,2
KEEP,"MAKE GOOD ON, AS A PROMISE",0
SHAM,BEDDING,1
DISCARD,ACTIONS IN CARD GAMES,2
SHEET,BEDDING,1
STATE,CABINET DEPARTMENTS,3
FULFILL,"MAKE GOOD ON, AS A PROMISE",0
BLANKET,BEDDING,1
LABOR,CABINET DEPARTMENTS,3
UPHOLD,"MAKE GOOD ON, AS A PROMISE",0
DRAW,ACTIONS IN CARD GAMES,2
DOROTHY,CHARACTERS WITH PET DOGS,2
ROAM,CAPITAL CITY HOMOPHONES,3
ROSE,COMMON PERFUME INGREDIENTS,1
STEAM,COOK WITH HEAT AND WATER,0
VANILLA,COMMON PERFUME INGREDIENTS,1
SOPHIA,CAPITAL CITY HOMOPHONES,3
SHAGGY,CHARACTERS WITH PET DOGS,2
BLANCH,COOK WITH HEAT AND WATER,0
CHARLIE,CHARACTERS WITH PET DOGS,2
BOIL,COOK WITH HEAT AND WATER,0
KETO,CAPITAL CITY HOMOPHONES,3
MUSK,COMMON PERFUME INGREDIENTS,1
AMBERGRIS,COMMON PERFUME INGREDIENTS,1
WALLACE,CHARACTERS WITH PET DOGS,2
SOUL,CAPITAL CITY HOMOPHONES,3
POACH,COOK WITH HEAT AND WATER,0
QUICK,DISHWASHER CYCLES,3
LATHER,FLUSTERED STATE,0
CURRENT,FAST-MOVING WATER,2
CONDITION,FITNESS,1
RAPID,FAST-MOVING WATER,2
RINSE,DISHWASHER CYCLES,3
HEALTH,FITNESS,1
SWEAT,FLUSTERED STATE,0
NORMAL,DISHWASHER CYCLES,3
WAVE,FAST-MOVING WATER,2
FORM,FITNESS,1
SANITIZE,DISHWASHER CYCLES,3
STEW,FLUSTERED STATE,0
SHAPE,FITNESS,1
CASCADE,FAST-MOVING WATER,2
TIZZY,FLUSTERED STATE,0
JOKER,ROBERT DE NIRO FILMS,2
DICE,USE A KITCHEN KNIFE,1
CHANCE,PUT ON THE LINE,0
CASINO,ROBERT DE NIRO FILMS,2
OCTOPUS,DISTINCTIVE NUMBER OF ARMS (OR LACK THEREOF),3
SLOT MACHINE,DISTINCTIVE NUMBER OF ARMS (OR LACK THEREOF),3
CUBE,USE A KITCHEN KNIFE,1
GAMBLE,PUT ON THE LINE,0
SLICE,USE A KITCHEN KNIFE,1
BET,PUT ON THE LINE,0
SHIVA,DISTINCTIVE NUMBER OF ARMS (OR LACK THEREOF),3
JULIENNE,USE A KITCHEN KNIFE,1
HEAT,ROBERT DE NIRO FILMS,2
VENUS DE MILO,DISTINCTIVE NUMBER OF ARMS (OR LACK THEREOF),3
RISK,PUT ON THE LINE,0
TAXI DRIVER,ROBERT DE NIRO FILMS,2
SKI,ITEM SOLD IN PAIRS,2
PANT,BUGS PLUS STARTING LETTER,3
PRUNE,CARE FOR A PLANT,1
JUICE,BEVERAGES,0
PUNCH,BEVERAGES,0
POT,CARE FOR A PLANT,1
MILK,BEVERAGES,0
SMITE,BUGS PLUS STARTING LETTER,3
SOCK,ITEM SOLD IN PAIRS,2
BLOUSE,BUGS PLUS STARTING LETTER,3
EARBUD,ITEM SOLD IN PAIRS,2
WATER,CARE FOR A PLANT,1
STICK,BUGS PLUS STARTING LETTER,3
SODA,BEVERAGES,0
FERTILIZE,CARE FOR A PLANT,1
BOOKEND,ITEM SOLD IN PAIRS,2
DROP,SMALL AMOUNT,1
DASH,SMALL AMOUNT,1
DAISY,DISNEY CHARACTERS,2
DREAM,___ DATE,3
DING,CONCAVITY,0
DOC,DISNEY CHARACTERS,2
DINNER,___ DATE,3
DAB,SMALL AMOUNT,1
DALE,DISNEY CHARACTERS,2
DUE,___ DATE,3
DIMPLE,CONCAVITY,0
DELIVERY,___ DATE,3
DENT,CONCAVITY,0
DOLLOP,SMALL AMOUNT,1
DORY,DISNEY CHARACTERS,2
DIVOT,CONCAVITY,0
JACUZZI,BRANDS THAT HAVE BECOME GENERIC TERMS,3
BIKINI,KINDS OF UNDERWEAR,1
HANGER,STEAK CUTS,0
X-RAY,INVOLVED IN A DENTIST VISIT,2
Q-TIP,BRANDS THAT HAVE BECOME GENERIC TERMS,3
TOOTHBRUSH,INVOLVED IN A DENTIST VISIT,2
G-STRING,KINDS OF UNDERWEAR,1
CHAPSTICK,BRANDS THAT HAVE BECOME GENERIC TERMS,3
T-BONE,STEAK CUTS,0
XEROX,BRANDS THAT HAVE BECOME GENERIC TERMS,3
HIPSTER,KINDS OF UNDERWEAR,1
SKIRT,STEAK CUTS,0
DRILL,INVOLVED IN A DENTIST VISIT,2
FILET,STEAK CUTS,0
SINK,INVOLVED IN A DENTIST VISIT,2
THONG,KINDS OF UNDERWEAR,1
SHED,THINGS CATS DO,1
CREAM,___ CHEESE,3
RETREAT,TURN TAIL,0
ABOUT,PAGES ON A WEBSITE,2
COTTAGE,___ CHEESE,3
LOGIN,PAGES ON A WEBSITE,2
HOME,PAGES ON A WEBSITE,2
SCRATCH,THINGS CATS DO,1
KNEAD,THINGS CATS DO,1
GOAT,___ CHEESE,3
LEAVE,TURN TAIL,0
STRING,___ CHEESE,3
FLEE,TURN TAIL,0
PURR,THINGS CATS DO,1
CONTACT,PAGES ON A WEBSITE,2
WITHDRAW,TURN TAIL,0
KING KONG,FAMOUS PRIMATES,3
WHOOP,SOUNDS OF LAUGHTER,2
BEEP BEEP,CAR ONOMATOPOEIA,1
YAHOO,KNUCKLEHEAD,0
DING-DONG,KNUCKLEHEAD,0
HAR-HAR,SOUNDS OF LAUGHTER,2
KOKO,FAMOUS PRIMATES,3
HOOT,SOUNDS OF LAUGHTER,2
SKRRT,CAR ONOMATOPOEIA,1
BUBBLES,FAMOUS PRIMATES,3
DODO,KNUCKLEHEAD,0
PURR,CAR ONOMATOPOEIA,1
YUK,SOUNDS OF LAUGHTER,2
YO-YO,KNUCKLEHEAD,0
VROOM,CAR ONOMATOPOEIA,1
GEORGE,FAMOUS PRIMATES,3
CANE,CANDY ___,3
BLOCK,PROHIBIT,1
ACCIDENTAL,FOUND ON SHEET MUSIC,2
SPIDER,HALLOWEEN SYMBOLS,0
BAR,CANDY ___,3
STAFF,FOUND ON SHEET MUSIC,2
APPLE,CANDY ___,3
NOTE,FOUND ON SHEET MUSIC,2
BAT,HALLOWEEN SYMBOLS,0
BAN,PROHIBIT,1
PUMPKIN,HALLOWEEN SYMBOLS,0
CORN,CANDY ___,3
FORBID,PROHIBIT,1
WITCH,HALLOWEEN SYMBOLS,0
REST,FOUND ON SHEET MUSIC,2
DENY,PROHIBIT,1
SPIN,MUSIC PUBLICATIONS,2
JACKKNIFE,ENDING WITH TABLEWARE,3
BUBBLES,EFFERVESCENCE,0
PROGRESS,BURGEON,1
BUTTERCUP,ENDING WITH TABLEWARE,3
FIZZ,EFFERVESCENCE,0
BLOSSOM,BURGEON,1
PITCHFORK,MUSIC PUBLICATIONS,2
MOJO,MUSIC PUBLICATIONS,2
MATURE,BURGEON,1
FOAM,EFFERVESCENCE,0
BOILERPLATE,ENDING WITH TABLEWARE,3
WITHERSPOON,ENDING WITH TABLEWARE,3
BILLBOARD,MUSIC PUBLICATIONS,2
DEVELOP,BURGEON,1
FROTH,EFFERVESCENCE,0
HIP,BODY PARTS,0
TEA,WORDS IN “DO-RE-MI”,3
BIG,MOVIES,2
BAD,"COOL, IN ’80S SLANG",1
EYE,BODY PARTS,0
FLY,"COOL, IN ’80S SLANG",1
SEW,WORDS IN “DO-RE-MI”,3
SAW,MOVIES,2
ILL,"COOL, IN ’80S SLANG",1
FAR,WORDS IN “DO-RE-MI”,3
ELF,MOVIES,2
LEG,BODY PARTS,0
HER,MOVIES,2
RAD,"COOL, IN ’80S SLANG",1
ARM,BODY PARTS,0
DOE,WORDS IN “DO-RE-MI”,3
NERVE,BRASHNESS,3
SPLASH,QUICK JUMP IN THE POOL,1
EXTRA,ADDITIONAL BENEFIT,2
RELISH,CHERISH,0
GRAVY,ADDITIONAL BENEFIT,2
TREASURE,CHERISH,0
SAUCE,BRASHNESS,3
DIP,QUICK JUMP IN THE POOL,1
DIVE,QUICK JUMP IN THE POOL,1
BONUS,ADDITIONAL BENEFIT,2
VALUE,CHERISH,0
BRASS,BRASHNESS,3
FROSTING,ADDITIONAL BENEFIT,2
CHEEK,BRASHNESS,3
SWIM,QUICK JUMP IN THE POOL,1
SAVOR,CHERISH,0
GOO,STARTS OF CELL PHONE MAKERS,3
COO,BIRD ONOMATOPOEIA,2
APP,STARTS OF CELL PHONE MAKERS,3
WRAP,DRAPED ACCESSORIES,0
SWALLOW,TOLERATE,1
MOTOR,STARTS OF CELL PHONE MAKERS,3
HONK,BIRD ONOMATOPOEIA,2
BEAR,TOLERATE,1
GOBBLE,BIRD ONOMATOPOEIA,2
SCARF,DRAPED ACCESSORIES,0
STAND,TOLERATE,1
SAM,STARTS OF CELL PHONE MAKERS,3
STOLE,DRAPED ACCESSORIES,0
TAKE,TOLERATE,1
HOOT,BIRD ONOMATOPOEIA,2
SHAWL,DRAPED ACCESSORIES,0
CARGO,KINDS OF PANTS,2
BOULDER,ROAD RUNNER CARTOON STAPLES,1
CLAW,MADE OF KERATIN,0
HAMMER,KINDS OF PANTS,2
ANVIL,ROAD RUNNER CARTOON STAPLES,1
HORN,MADE OF KERATIN,0
CALIFORNIA,___ ROLL,3
COYOTE,ROAD RUNNER CARTOON STAPLES,1
EGG,___ ROLL,3
STIRRUP,KINDS OF PANTS,2
DRUM,___ ROLL,3
TNT,ROAD RUNNER CARTOON STAPLES,1
CAPRI,KINDS OF PANTS,2
HOOF,MADE OF KERATIN,0
HONOR,___ ROLL,3
NAIL,MADE OF KERATIN,0
PONY,WAYS TO WEAR YOUR HAIR UP,2
ROLL,SOUNDS OF THUNDER,1
COMB,RUMMAGE,0
BOOK,THINGS THAT CAN HAVE LEAVES,3
ROOT,RUMMAGE,0
TREE,THINGS THAT CAN HAVE LEAVES,3
CLAP,SOUNDS OF THUNDER,1
TABLE,THINGS THAT CAN HAVE LEAVES,3
BUN,WAYS TO WEAR YOUR HAIR UP,2
SALAD,THINGS THAT CAN HAVE LEAVES,3
DIG,RUMMAGE,0
RUMBLE,SOUNDS OF THUNDER,1
SIFT,RUMMAGE,0
TWIST,WAYS TO WEAR YOUR HAIR UP,2
PEAL,SOUNDS OF THUNDER,1
BRAID,WAYS TO WEAR YOUR HAIR UP,2
DRIVE,WHAT “D” MIGHT STAND FOR,3
PENNYWISE,FICTIONAL CLOWNS,2
SAFETY,FOOTBALL POSITIONS,0
NICKELODEON,CABLE CHANNELS,1
QUARTERBACK,FOOTBALL POSITIONS,0
HISTORY,CABLE CHANNELS,1
DIMENSIONAL,WHAT “D” MIGHT STAND FOR,3
HOMEY,FICTIONAL CLOWNS,2
DEFENSE,WHAT “D” MIGHT STAND FOR,3
GUARD,FOOTBALL POSITIONS,0
JOKER,FICTIONAL CLOWNS,2
DISCOVERY,CABLE CHANNELS,1
OXYGEN,CABLE CHANNELS,1
DEMOCRAT,WHAT “D” MIGHT STAND FOR,3
CENTER,FOOTBALL POSITIONS,0
RONALD,FICTIONAL CLOWNS,2
PEACE,WHAT THE OUTSTRETCHED INDEX AND MIDDLE FINGERS CAN REPRESENT,3
PEBBLE,BIT OF BREAKFAST CEREAL,2
LATER,AT SOME FUTURE POINT,0
SCISSORS,WHAT THE OUTSTRETCHED INDEX AND MIDDLE FINGERS CAN REPRESENT,3
ROUND,PARTS OF A TOURNAMENT SETUP,1
CHEERIO,BIT OF BREAKFAST CEREAL,2
BYE,PARTS OF A TOURNAMENT SETUP,1
FLAKE,BIT OF BREAKFAST CEREAL,2
NEXT,AT SOME FUTURE POINT,0
BRACKET,PARTS OF A TOURNAMENT SETUP,1
SOON,AT SOME FUTURE POINT,0
SEED,PARTS OF A TOURNAMENT SETUP,1
VICTORY,WHAT THE OUTSTRETCHED INDEX AND MIDDLE FINGERS CAN REPRESENT,3
PUFF,BIT OF BREAKFAST CEREAL,2
TWO,WHAT THE OUTSTRETCHED INDEX AND MIDDLE FINGERS CAN REPRESENT,3
EVENTUALLY,AT SOME FUTURE POINT,0
PARK,GRASSY AREA,0
CAR,MOVIES WITH “S” REMOVED,2
HARVARD,___ LAW,3
YARD,GRASSY AREA,0
ADDRESS,DEAL WITH,1
GREEN,GRASSY AREA,0
JAW,MOVIES WITH “S” REMOVED,2
LEMON,___ LAW,3
NATURAL,___ LAW,3
CRIMINAL,___ LAW,3
FIELD,DEAL WITH,1
SWINGER,MOVIES WITH “S” REMOVED,2
HANDLE,DEAL WITH,1
GOODFELLA,MOVIES WITH “S” REMOVED,2
ANSWER,DEAL WITH,1
LAWN,GRASSY AREA,0
FLOP,CLUNKER,0
CHARGE,NON-CASH WAY TO PAY,2
PLASTIC,NON-CASH WAY TO PAY,2
TURN,OPPORTUNITY,1
TIME,OPPORTUNITY,1
RIVER,AMAZON ___,3
CHANCE,OPPORTUNITY,1
CARD,NON-CASH WAY TO PAY,2
MISS,CLUNKER,0
PRIME,AMAZON ___,3
BUST,CLUNKER,0
SHOT,OPPORTUNITY,1
RAINFOREST,AMAZON ___,3
CREDIT,NON-CASH WAY TO PAY,2
DUD,CLUNKER,0
KINDLE,AMAZON ___,3
PROVOKE,BRING ABOUT,0
SOAP,THINGS THAT ARE OFTEN SCENTED,1
NETTLE,THINGS THAT MIGHT STING,2
CANDLE,THINGS THAT ARE OFTEN SCENTED,1
INSULT,THINGS THAT MIGHT STING,2
INCENSE,THINGS THAT ARE OFTEN SCENTED,1
INSPIRE,BRING ABOUT,0
MADDEN,VIDEO GAME FRANCHISES,3
JELLYFISH,THINGS THAT MIGHT STING,2
CIVILIZATION,VIDEO GAME FRANCHISES,3
PROMPT,BRING ABOUT,0
LOTION,THINGS THAT ARE OFTEN SCENTED,1
HALO,VIDEO GAME FRANCHISES,3
GENERATE,BRING ABOUT,0
WASP,THINGS THAT MIGHT STING,2
METROID,VIDEO GAME FRANCHISES,3
PADDLE,TABLE TENNIS NEEDS,2
SEW,HOMOPHONES OF COORDINATING CONJUNCTIONS,3
ROW,NOISY DISTURBANCE,1
STORY,BIT OF NEWSPAPER WRITING,0
OAR,HOMOPHONES OF COORDINATING CONJUNCTIONS,3
FORE,HOMOPHONES OF COORDINATING CONJUNCTIONS,3
COLUMN,BIT OF NEWSPAPER WRITING,0
RACKET,NOISY DISTURBANCE,1
NET,TABLE TENNIS NEEDS,2
BUTT,HOMOPHONES OF COORDINATING CONJUNCTIONS,3
FEATURE,BIT OF NEWSPAPER WRITING,0
BALL,TABLE TENNIS NEEDS,2
CLATTER,NOISY DISTURBANCE,1
TABLE,TABLE TENNIS NEEDS,2
RUCKUS,NOISY DISTURBANCE,1
ARTICLE,BIT OF NEWSPAPER WRITING,0
WHIRL,___POOL,3
DRAW,ATTRACT,1
NAVY,KINDS OF BEANS,0
LIVER,___POOL,3
CAR,___POOL,3
KIDNEY,KINDS OF BEANS,0
HOOK,ATTRACT,1
DRIVE,AUTOMATIC GEAR SHIFTER POSITIONS,2
PINTO,KINDS OF BEANS,0
PULL,ATTRACT,1
NEUTRAL,AUTOMATIC GEAR SHIFTER POSITIONS,2
DEAD,___POOL,3
LOW,AUTOMATIC GEAR SHIFTER POSITIONS,2
MUNG,KINDS OF BEANS,0
GRAB,ATTRACT,1
REVERSE,AUTOMATIC GEAR SHIFTER POSITIONS,2
DESIGNER,BRAND-NAME,0
ENGINEER,DEVISE,1
HATCH,DEVISE,1
TAG,GAMES WHERE YOU SAY THE GAME’S NAME,3
GALILEO,NASA SPACECRAFT,2
MARCO POLO,GAMES WHERE YOU SAY THE GAME’S NAME,3
MASTERMIND,DEVISE,1
VIKING,NASA SPACECRAFT,2
BINGO,GAMES WHERE YOU SAY THE GAME’S NAME,3
PIONEER,NASA SPACECRAFT,2
LUXURY,BRAND-NAME,0
CONCOCT,DEVISE,1
HAUTE,BRAND-NAME,0
VOYAGER,NASA SPACECRAFT,2
UNO,GAMES WHERE YOU SAY THE GAME’S NAME,3
HIGH-END,BRAND-NAME,0
JEANS,BLUE ___,2
JACKET,YELLOW ___,0
RAIN,PURPLE ___,3
HAZE,PURPLE ___,3
GOBLIN,GREEN ___,1
JAY,BLUE ___,2
BERET,GREEN ___,1
CAB,YELLOW ___,0
MOON,BLUE ___,2
PAGES,YELLOW ___,0
HEART,PURPLE ___,3
THUMB,GREEN ___,1
PROSE,PURPLE ___,3
SALAD,GREEN ___,1
WHALE,BLUE ___,2
JOURNALISM,YELLOW ___,0
ADIEU,FRENCH WORDS,3
FORTUNE TELLER,THINGS MADE BY FOLDING PAPER,2
SLATE,LINEUP,0
CRANE,THINGS MADE BY FOLDING PAPER,2
AUDIO,NYT OFFERINGS,1
TEMPS,FRENCH WORDS,3
AIRPLANE,THINGS MADE BY FOLDING PAPER,2
GAMES,NYT OFFERINGS,1
PROGRAM,LINEUP,0
NEWS,NYT OFFERINGS,1
FAN,THINGS MADE BY FOLDING PAPER,2
PAIN,FRENCH WORDS,3
COOKING,NYT OFFERINGS,1
SCHEDULE,LINEUP,0
BELLE,FRENCH WORDS,3
BILL,LINEUP,0
FORMAL,EVENT WITH DANCING,1
COOKWARE,“PAN”,3
QUESTION MARK,IPHONE MESSAGE TAPBACK RESPONSES,2
RAVE,EVENT WITH DANCING,1
PERIOD,•,0
THUMBS UP,IPHONE MESSAGE TAPBACK RESPONSES,2
BALL,EVENT WITH DANCING,1
DOT,•,0
BAD REVIEW,“PAN”,3
HOP,EVENT WITH DANCING,1
EXCLAMATION POINTS,IPHONE MESSAGE TAPBACK RESPONSES,2
SATYR,“PAN”,3
POINT,•,0
CAMERA MOVEMENT,“PAN”,3
HEART,IPHONE MESSAGE TAPBACK RESPONSES,2
TITTLE,•,0
SWING,PLACES TO LIE/SIT THAT MOVE,2
THROW,FLUSTER,0
ROCKER,PLACES TO LIE/SIT THAT MOVE,2
ROLLER,CYLINDER-SHAPED THINGS,3
RATTLE,FLUSTER,0
THREAD,SERIES OF MESSAGES,1
CRADLE,PLACES TO LIE/SIT THAT MOVE,2
SPOOL,CYLINDER-SHAPED THINGS,3
CAN,CYLINDER-SHAPED THINGS,3
RUFFLE,FLUSTER,0
CHAT,SERIES OF MESSAGES,1
HAMMOCK,PLACES TO LIE/SIT THAT MOVE,2
CONVERSATION,SERIES OF MESSAGES,1
SILO,CYLINDER-SHAPED THINGS,3
CHAIN,SERIES OF MESSAGES,1
FAZE,FLUSTER,0
FRESH,SASSY,0
PRINCE,THE LITTLE ___,3
BEL,UNITS,2
AIR,AMBIENCE,1
QUALITY,AMBIENCE,1
BAR,UNITS,2
CUTE,SASSY,0
MERMAID,THE LITTLE ___,3
LUX,UNITS,2
WISE,SASSY,0
TRAMP,THE LITTLE ___,3
MOOD,AMBIENCE,1
FEELING,AMBIENCE,1
SMART,SASSY,0
MOLE,UNITS,2
RASCALS,THE LITTLE ___,3
SPELL,INDICATE,1
LOVE,CHURCH OF ENGLAND WEDDING VOW VERBS,2
PLEASE,MAGIC WORDS,3
HOLD,CHURCH OF ENGLAND WEDDING VOW VERBS,2
PRESTO,MAGIC WORDS,3
MEAN,INDICATE,1
THANK YOU,MAGIC WORDS,3
SHAZAM,AUDIO APPS,0
AUDIBLE,AUDIO APPS,0
ABRACADABRA,MAGIC WORDS,3
SIGNIFY,INDICATE,1
TIDAL,AUDIO APPS,0
SUGGEST,INDICATE,1
HAVE,CHURCH OF ENGLAND WEDDING VOW VERBS,2
PANDORA,AUDIO APPS,0
CHERISH,CHURCH OF ENGLAND WEDDING VOW VERBS,2
TIMES,___ SQUARE,3
NEW,IN PRISTINE CONDITION,0
ROMAN,SINGULAR NOUN IN A FAMOUS “JULIUS CAESAR” LINE,2
TOWN,___ SQUARE,3
POCKET,___ SQUARE,3
EAR,SINGULAR NOUN IN A FAMOUS “JULIUS CAESAR” LINE,2
FRIEND,SINGULAR NOUN IN A FAMOUS “JULIUS CAESAR” LINE,2
FELLOW,MEDICAL ROLES,1
ATTENDING,MEDICAL ROLES,1
ORIGINAL,IN PRISTINE CONDITION,0
PERFECT,___ SQUARE,3
RESIDENT,MEDICAL ROLES,1
MINT,IN PRISTINE CONDITION,0
COUNTRYMAN,SINGULAR NOUN IN A FAMOUS “JULIUS CAESAR” LINE,2
INTERN,MEDICAL ROLES,1
UNUSED,IN PRISTINE CONDITION,0
IDEA,RETAIL CHAINS WITH A LETTER CHANGED,3
BOOM,UPSWING,0
PACKING,KINDS OF TAPE,2
DOLLY,THINGS WITH WHEELS,1
SKATEBOARD,THINGS WITH WHEELS,1
GAFFER,KINDS OF TAPE,2
WAGON,THINGS WITH WHEELS,1
BEST BOY,RETAIL CHAINS WITH A LETTER CHANGED,3
DUCT,KINDS OF TAPE,2
SPIKE,UPSWING,0
ELECTRICAL,KINDS OF TAPE,2
STABLES,RETAIL CHAINS WITH A LETTER CHANGED,3
RISE,UPSWING,0
ROLLERBLADE,THINGS WITH WHEELS,1
KRONER,RETAIL CHAINS WITH A LETTER CHANGED,3
SURGE,UPSWING,0
BAT,THINGS YOU CAN DO WITH YOUR EYELIDS,1
EGG,___ HUNT,3
LOVE,TERMS OF ENDEARMENT,0
WITCH,___ HUNT,3
PUMPKIN,TERMS OF ENDEARMENT,0
SPIDER,SPORTS CARS,2
BLINK,THINGS YOU CAN DO WITH YOUR EYELIDS,1
JOB,___ HUNT,3
DIABLO,SPORTS CARS,2
FLUTTER,THINGS YOU CAN DO WITH YOUR EYELIDS,1
TREASURE,TERMS OF ENDEARMENT,0
VIPER,SPORTS CARS,2
SCAVENGER,___ HUNT,3
MUSTANG,SPORTS CARS,2
WINK,THINGS YOU CAN DO WITH YOUR EYELIDS,1
DARLING,TERMS OF ENDEARMENT,0
DRAG,PROGRESS SLOWLY,0
DRAFT,WAYS TO ORDER A BEER,1
DOODLE,CHEESY CORN SNACK UNIT,2
DOMINO,___ EFFECT,3
BALL,CHEESY CORN SNACK UNIT,2
BUTTERFLY,___ EFFECT,3
CURL,CHEESY CORN SNACK UNIT,2
CRAWL,PROGRESS SLOWLY,0
PUFF,CHEESY CORN SNACK UNIT,2
INCH,PROGRESS SLOWLY,0
HALO,___ EFFECT,3
BOTTLE,WAYS TO ORDER A BEER,1
TAP,WAYS TO ORDER A BEER,1
PLACEBO,___ EFFECT,3
CAN,WAYS TO ORDER A BEER,1
CREEP,PROGRESS SLOWLY,0
BOARD,GROUP OF ADVISORS,1
DROP,KINDS OF EARRINGS,3
PLANK,CORE EXERCISES,2
SINK,SEEN IN A KITCHEN,0
RANGE,SEEN IN A KITCHEN,0
PANEL,GROUP OF ADVISORS,1
STUD,KINDS OF EARRINGS,3
BOAT,CORE EXERCISES,2
CHANDELIER,KINDS OF EARRINGS,3
COUNTER,SEEN IN A KITCHEN,0
CABINET,GROUP OF ADVISORS,1
CRUNCH,CORE EXERCISES,2
COUNCIL,GROUP OF ADVISORS,1
MOUNTAIN CLIMBER,CORE EXERCISES,2
FRIDGE,SEEN IN A KITCHEN,0
HOOP,KINDS OF EARRINGS,3
STREET,EASY ___,3
SENSE,SNEAKING SUSPICION,1
MOVING,HEARTWARMING,0
MONEY,EASY ___,3
TENDER,HEARTWARMING,0
FEELING,SNEAKING SUSPICION,1
HEARING,LEGAL SESSION,2
LISTENING,EASY ___,3
PROCEEDING,LEGAL SESSION,2
TOUCHING,HEARTWARMING,0
CHAIR,EASY ___,3
INQUIRY,LEGAL SESSION,2
SWEET,HEARTWARMING,0
HUNCH,SNEAKING SUSPICION,1
TRIAL,LEGAL SESSION,2
IMPRESSION,SNEAKING SUSPICION,1
SHELL,WORDS WITH APOSTROPHES REMOVED,3
VANITY,FURNITURE,2
OUTFIT,EQUIP,0
ID,WORDS WITH APOSTROPHES REMOVED,3
WARDROBE,FURNITURE,2
CANT,WORDS WITH APOSTROPHES REMOVED,3
CONSOLE,FURNITURE,2
EGO,INDIVIDUALITY,1
STOCK,EQUIP,0
CHARACTER,INDIVIDUALITY,1
BEING,INDIVIDUALITY,1
CHEST,FURNITURE,2
SELF,INDIVIDUALITY,1
PROVISION,EQUIP,0
WERE,WORDS WITH APOSTROPHES REMOVED,3
FURNISH,EQUIP,0
CATERPILLAR,THINGS THAT ARE FUZZY,0
CLAM,THINGS WITH SHELLS,1
MUSHROOM,MAGIC ___,3
KINGDOM,MAGIC ___,3
TURTLE,THINGS WITH SHELLS,1
PEACH,THINGS THAT ARE FUZZY,0
EGG,THINGS WITH SHELLS,1
PIPE CLEANER,THINGS THAT ARE FUZZY,0
PRINCESS,FIGURES IN “SHREK”,2
MARKER,MAGIC ___,3
DONKEY,FIGURES IN “SHREK”,2
CARPET,MAGIC ___,3
NUT,THINGS WITH SHELLS,1
DRAGON,FIGURES IN “SHREK”,2
FLEECE,THINGS THAT ARE FUZZY,0
OGRE,FIGURES IN “SHREK”,2
STOP,DVR BUTTONS,0
POEM,THINGS WITH FEET,3
DIFFERENT,GROUNDBREAKING,1
MESSAGE,COMMUNICATE THROUGH WRITING,2
NEW,GROUNDBREAKING,1
NOVEL,GROUNDBREAKING,1
YARDSTICK,THINGS WITH FEET,3
FURNITURE,THINGS WITH FEET,3
PLAY,DVR BUTTONS,0
